panneaux;bilan_periode_kWh;besoin_batterie_utilisable_kWh;batteries;capacite_nominale_batteries_kWh;capacite_utilisable_batteries_kWh;cout_panneaux_EUR;cout_batteries_EUR;cout_total_EUR
995;400717.2503;495.7544999998645;296;710.4;497.28;138961.69999999998;133197.04;272158.74
996;401083.34744000004;495.4115999999922;295;708.0;495.59999999999997;139101.36;132747.05;271848.41
997;401449.44458;495.06870000000345;295;708.0;495.59999999999997;139241.02;132747.05;271988.06999999995
998;401815.54172;494.7257999998983;295;708.0;495.59999999999997;139380.68;132747.05;272127.73
999;402181.63886;494.3828999999678;295;708.0;495.59999999999997;139520.34;132747.05;272267.39
1000;402547.73600000003;494.03999999997905;295;708.0;495.59999999999997;139660.0;132747.05;272407.05
1001;402913.83314;493.6970999999321;294;705.6;493.91999999999996;139799.66;132297.06;272096.72
1002;403279.93028;493.3541999999434;294;705.6;493.91999999999996;139939.32;132297.06;272236.38
1003;403646.02742000006;493.01130000007106;294;705.6;493.91999999999996;140078.98;132297.06;272376.04000000004
1004;404012.12456;492.6684000000241;294;705.6;493.91999999999996;140218.63999999998;132297.06;272515.69999999995
1005;404378.2217;492.3255000000354;294;705.6;493.91999999999996;140358.3;132297.06;272655.36
1006;404744.31883999996;491.98259999998845;293;703.1999999999999;492.24;140497.96;131847.07;272345.03
1007;405110.41598000005;491.6396999999415;293;703.1999999999999;492.24;140637.62;131847.07;272484.69
1008;405476.51312;491.296800000011;293;703.1999999999999;492.24;140777.28;131847.07;272624.35
1009;405842.61026;490.95389999990584;293;703.1999999999999;492.24;140916.94;131847.07;272764.01
1010;406208.7074;490.6109999999171;293;703.1999999999999;492.24;141056.6;131847.07;272903.67000000004
1011;406574.80454;490.2680999998702;292;700.8;490.56;141196.26;131397.08000000002;272593.34
1012;406940.90168;489.92519999993965;292;700.8;490.56;141335.91999999998;131397.08000000002;272733.0
1013;407306.99882;489.5822999999509;292;700.8;490.56;141475.58;131397.08000000002;272872.66000000003
1014;407673.09596;489.2394000001368;292;700.8;490.56;141615.24;131397.08000000002;273012.32
1015;408039.19310000003;488.89649999991525;292;700.8;490.56;141754.9;131397.08000000002;273151.98
1016;408405.29024;488.55360000004293;291;698.4;488.88;141894.56;130947.09;272841.65
1017;408771.38738000003;488.210699999996;291;698.4;488.88;142034.22;130947.09;272981.31
1018;409137.48452000006;487.8678000000655;291;698.4;488.88;142173.88;130947.09;273120.97
1019;409503.58166;487.52490000001853;291;698.4;488.88;142313.54;130947.09;273260.63
1020;409869.6788;487.182000000088;290;696.0;487.2;142453.19999999998;130497.1;272950.3
1021;410235.77593999996;486.83909999992466;290;696.0;487.2;142592.86;130497.1;273089.95999999996
1022;410601.87308000005;486.4961999999359;290;696.0;487.2;142732.52;130497.1;273229.62
1023;410967.97022;486.1532999999472;290;696.0;487.2;142872.18;130497.1;273369.28
1024;411334.06736;485.81039999995846;290;696.0;487.2;143011.84;130497.1;273508.94
1025;411700.1645;485.46750000002794;289;693.6;485.52;143151.5;130047.11;273198.61
1026;412066.26164000004;485.1246000000392;289;693.6;485.52;143291.16;130047.11;273338.27
1027;412432.35878;484.78169999999227;289;693.6;485.52;143430.82;130047.11;273477.93
1028;412798.45592;484.43880000000354;289;693.6;485.52;143570.48;130047.11;273617.59
1029;413164.55306;484.0959000000148;289;693.6;485.52;143710.13999999998;130047.11;273757.25
1030;413530.65020000003;483.7530000000261;288;691.1999999999999;483.84;143849.8;129597.12;273446.92
1031;413896.74734;483.41010000003735;288;691.1999999999999;483.84;143989.46;129597.12;273586.57999999996
1032;414262.84447999997;483.0671999999322;288;691.1999999999999;483.84;144129.12;129597.12;273726.24
1033;414628.94162;482.72429999982705;288;691.1999999999999;483.84;144268.78;129597.12;273865.9
1034;414995.03876;482.38140000001295;288;691.1999999999999;483.84;144408.44;129597.12;274005.56
1035;415361.1359;482.0385000000824;287;688.8;482.15999999999997;144548.1;129147.13;273695.23
1036;415727.23304;481.6955999999773;287;688.8;482.15999999999997;144687.76;129147.13;273834.89
1037;416093.33018;481.35270000010496;287;688.8;482.15999999999997;144827.41999999998;129147.13;273974.55
1038;416459.42732;481.009800000058;287;688.8;482.15999999999997;144967.08;129147.13;274114.20999999996
1039;416825.52446;480.66689999989467;287;688.8;482.15999999999997;145106.74;129147.13;274253.87
1040;417191.6216;480.32400000008056;286;686.4;480.47999999999996;145246.4;128697.14;273943.54
1041;417557.71874000004;479.9811000000336;286;686.4;480.47999999999996;145386.06;128697.14;274083.2
1042;417923.81588;479.6381999999867;286;686.4;480.47999999999996;145525.72;128697.14;274222.86
1043;418289.91302000004;479.29529999999795;286;686.4;480.47999999999996;145665.38;128697.14;274362.52
1044;418656.01015999995;478.952399999951;286;686.4;480.47999999999996;145805.04;128697.14;274502.18
1045;419022.10730000003;478.60949999984587;285;684.0;478.79999999999995;145944.69999999998;128247.15000000001;274191.85
1046;419388.20444;478.26659999997355;285;684.0;478.79999999999995;146084.36;128247.15000000001;274331.51
1047;419754.30158;477.9236999999266;285;684.0;478.79999999999995;146224.02;128247.15000000001;274471.17
1048;420120.39872;477.5808000000543;285;684.0;478.79999999999995;146363.68;128247.15000000001;274610.83
1049;420486.49585999997;477.23789999983273;285;684.0;478.79999999999995;146503.34;128247.15000000001;274750.49
1050;420852.593;476.8950000000186;284;681.6;477.12;146643.0;127797.16;274440.16000000003
1051;421218.69014;476.5520999999717;284;681.6;477.12;146782.66;127797.16;274579.82
1052;421584.78728;476.20920000004116;284;681.6;477.12;146922.32;127797.16;274719.48
1053;421950.88442;475.8662999999942;284;681.6;477.12;147061.98;127797.16;274859.14
1054;422316.98156;475.5233999999473;284;681.6;477.12;147201.63999999998;127797.16;274998.8
1055;422683.0787;475.18049999995856;283;679.1999999999999;475.44;147341.3;127347.17;274688.47
1056;423049.17584;474.8375999998534;283;679.1999999999999;475.44;147480.96;127347.17;274828.13
1057;423415.27298;474.4946999999811;283;679.1999999999999;475.44;147620.62;127347.17;274967.79
1058;423781.37012;474.15180000005057;283;679.1999999999999;475.44;147760.28;127347.17;275107.45
1059;424147.46726;473.8088999998872;283;679.1999999999999;475.44;147899.94;127347.17;275247.11
1060;424513.56440000003;473.4659999999567;282;676.8;473.76;148039.6;126897.18000000001;274936.78
1061;424879.66154;473.12309999996796;282;676.8;473.76;148179.26;126897.18000000001;275076.44
1062;425245.75867999997;472.7801999998628;282;676.8;473.76;148318.91999999998;126897.18000000001;275216.1
1063;425611.85582000006;472.4372999999323;282;676.8;473.76;148458.58;126897.18000000001;275355.76
1064;425977.95296;472.09439999994356;282;676.8;473.76;148598.24;126897.18000000001;275495.42
1065;426344.0501;471.7514999998966;281;674.4;472.08;148737.9;126447.19;275185.08999999997
1066;426710.14724;471.4086000000243;281;674.4;472.08;148877.56;126447.19;275324.75
1067;427076.24438;471.0657000000356;281;674.4;472.08;149017.22;126447.19;275464.41000000003
1068;427442.34152;470.72279999998864;281;674.4;472.08;149156.88;126447.19;275604.07
1069;427808.43866;470.3798999999999;280;672.0;470.4;149296.54;125997.2;275293.74
1070;428174.53579999995;470.0370000000112;280;672.0;470.4;149436.19999999998;125997.2;275433.39999999997
1071;428540.63294;469.69409999996424;280;672.0;470.4;149575.86;125997.2;275573.06
1072;428906.73008;469.3511999999755;280;672.0;470.4;149715.52;125997.2;275712.72
1073;429272.82722;469.0082999999868;280;672.0;470.4;149855.18;125997.2;275852.38
1074;429638.92436;468.66539999993984;279;669.6;468.71999999999997;149994.84;125547.21;275542.05
1075;430005.02150000003;468.3224999999511;279;669.6;468.71999999999997;150134.5;125547.21;275681.71
1076;430371.11864;467.9796000000206;279;669.6;468.71999999999997;150274.16;125547.21;275821.37
1077;430737.21577999997;467.63669999991544;279;669.6;468.71999999999997;150413.82;125547.21;275961.03
1078;431103.31292;467.2938000001013;279;669.6;468.71999999999997;150553.48;125547.21;276100.69
1079;431469.41006;466.950899999938;278;667.1999999999999;467.03999999999996;150693.13999999998;125097.22;275790.36
1080;431835.5072;466.60800000000745;278;667.1999999999999;467.03999999999996;150832.8;125097.22;275930.02
1081;432201.60434;466.2650999999605;278;667.1999999999999;467.03999999999996;150972.46;125097.22;276069.68
1082;432567.70148000005;465.9222000000882;278;667.1999999999999;467.03999999999996;151112.12;125097.22;276209.33999999997
1083;432933.79861999996;465.57930000004126;278;667.1999999999999;467.03999999999996;151251.78;125097.22;276349.0
1084;433299.89576;465.2364000000525;277;664.8;465.35999999999996;151391.44;124647.23;276038.67
1085;433665.99289999995;464.8934999999474;277;664.8;465.35999999999996;151531.1;124647.23;276178.33
1086;434032.09004;464.55059999995865;277;664.8;465.35999999999996;151670.76;124647.23;276317.99
1087;434398.18718;464.2076999999699;277;664.8;465.35999999999996;151810.41999999998;124647.23;276457.64999999997
1088;434764.28432;463.8647999999812;277;664.8;465.35999999999996;151950.08;124647.23;276597.31
1089;435130.38146;463.52189999999246;276;662.4;463.68;152089.74;124197.24;276286.98
1090;435496.47860000003;463.1790000000037;276;662.4;463.68;152229.4;124197.24;276426.64
1091;435862.57574;462.8360999999568;276;662.4;463.68;152369.06;124197.24;276566.3
1092;436228.67288;462.49319999996806;276;662.4;463.68;152508.72;124197.24;276705.96
1093;436594.77002;462.1502999999793;276;662.4;463.68;152648.38;124197.24;276845.62
1094;436960.86715999997;461.8073999999906;275;660.0;462.0;152788.04;123747.25;276535.29000000004
1095;437326.9643;461.46450000000186;275;660.0;462.0;152927.69999999998;123747.25;276674.94999999995
1096;437693.06143999996;461.1215999998967;275;660.0;462.0;153067.36;123747.25;276814.61
1097;438059.15858;460.77869999979157;275;660.0;462.0;153207.02;123747.25;276954.27
1098;438425.25572;460.43579999997746;275;660.0;462.0;153346.68;123747.25;277093.93
1099;438791.35286;460.09290000004694;274;657.6;460.32;153486.34;123297.26000000001;276783.6
1100;439157.45;459.7499999999418;274;657.6;460.32;153626.0;123297.26000000001;276923.26
1101;439523.54714;459.4071000000695;274;657.6;460.32;153765.66;123297.26000000001;277062.92000000004
1102;439889.64428;459.06420000008075;274;657.6;460.32;153905.32;123297.26000000001;277202.58
1103;440255.74142;458.7212999999174;274;657.6;460.32;154044.98;123297.26000000001;277342.24
1104;440621.83855999995;458.3784000000451;273;655.1999999999999;458.64;154184.63999999998;122847.27;277031.91
1105;440987.93570000003;458.03549999999814;273;655.1999999999999;458.64;154324.3;122847.27;277171.57
1106;441354.03284;457.6925999999512;273;655.1999999999999;458.64;154463.96;122847.27;277311.23
1107;441720.12997999997;457.34969999996247;273;655.1999999999999;458.64;154603.62;122847.27;277450.89
1108;442086.22712;457.00680000003194;273;655.1999999999999;458.64;154743.28;122847.27;277590.55
1109;442452.32426;456.6638999998686;272;652.8;456.96;154882.94;122397.28;277280.22
1110;442818.4214;456.32099999993807;272;652.8;456.96;155022.6;122397.28;277419.88
1111;443184.51853999996;455.97810000000754;272;652.8;456.96;155162.26;122397.28;277559.54000000004
1112;443550.61568000005;455.6352000000188;272;652.8;456.96;155301.91999999998;122397.28;277699.19999999995
1113;443916.71282;455.29229999991367;272;652.8;456.96;155441.58;122397.28;277838.86
1114;444282.80996;454.94939999998314;271;650.4;455.28;155581.24;121947.29000000001;277528.53
1115;444648.9071;454.6064999999362;271;650.4;455.28;155720.9;121947.29000000001;277668.19
1116;445015.00424;454.2636000000057;271;650.4;455.28;155860.56;121947.29000000001;277807.85
1117;445381.10138;453.92069999995874;271;650.4;455.28;156000.22;121947.29000000001;277947.51
1118;445747.19852;453.5778000000282;270;648.0;453.59999999999997;156139.88;121497.3;277637.18
1119;446113.29566;453.2348999999813;270;648.0;453.59999999999997;156279.54;121497.3;277776.84
1120;446479.39280000003;452.89199999993434;270;648.0;453.59999999999997;156419.19999999998;121497.3;277916.5
1121;446845.48994;452.5490999999456;270;648.0;453.59999999999997;156558.86;121497.3;278056.16
1122;447211.58707999997;452.2062000000151;270;648.0;453.59999999999997;156698.52;121497.3;278195.82
1123;447577.68422;451.86329999990994;269;645.6;451.91999999999996;156838.18;121047.31;277885.49
1124;447943.78136;451.5203999999212;269;645.6;451.91999999999996;156977.84;121047.31;278025.15
1125;448309.8785;451.1774999999325;269;645.6;451.91999999999996;157117.5;121047.31;278164.81
1126;448675.97564;450.83459999982733;269;645.6;451.91999999999996;157257.16;121047.31;278304.47
1127;449042.07278;450.4916999998968;269;645.6;451.91999999999996;157396.82;121047.31;278444.13
1128;449408.16992;450.1487999999081;268;643.1999999999999;450.24;157536.48;120597.32;278133.80000000005
1129;449774.26706;449.80589999991935;268;643.1999999999999;450.24;157676.13999999998;120597.32;278273.45999999996
1130;450140.36419999995;449.4629999999888;268;643.1999999999999;450.24;157815.8;120597.32;278413.12
1131;450506.46134;449.1201000000001;268;643.1999999999999;450.24;157955.46;120597.32;278552.78
1132;450872.55848;448.77719999995315;268;643.1999999999999;450.24;158095.12;120597.32;278692.44
1133;451238.6556200001;448.43430000002263;267;640.8;448.56;158234.78;120147.33;278382.11
1134;451604.75276;448.0914000000921;267;640.8;448.56;158374.44;120147.33;278521.77
1135;451970.8499;447.74849999998696;267;640.8;448.56;158514.1;120147.33;278661.43
1136;452336.94704;447.40559999999823;267;640.8;448.56;158653.76;120147.33;278801.09
1137;452703.04417999997;447.0626999999513;267;640.8;448.56;158793.41999999998;120147.33;278940.75
1138;453069.14132;446.71979999990435;266;638.4;446.88;158933.08;119697.34;278630.42
1139;453435.23845999996;446.3768999999156;266;638.4;446.88;159072.74;119697.34;278770.07999999996
1140;453801.3356;446.0340000000433;266;638.4;446.88;159212.4;119697.34;278909.74
1141;454167.43274;445.69109999987995;266;638.4;446.88;159352.06;119697.34;279049.4
1142;454533.52988000005;445.34820000006584;266;638.4;446.88;159491.72;119697.34;279189.06
1143;454899.62702;445.0053000000189;265;636.0;445.2;159631.38;119247.35;278878.73
1144;455265.72416;444.66239999997197;265;636.0;445.2;159771.04;119247.35;279018.39
1145;455631.82129999995;444.31950000009965;265;636.0;445.2;159910.69999999998;119247.35;279158.05
1146;455997.91844000004;443.9766000001109;265;636.0;445.2;160050.36;119247.35;279297.70999999996
1147;456364.01558;443.6337000000058;265;636.0;445.2;160190.02;119247.35;279437.37
1148;456730.11272000003;443.29080000007525;264;633.6;443.52;160329.68;118797.36;279127.04
1149;457096.20986;442.9479000000283;264;633.6;443.52;160469.34;118797.36;279266.7
1150;457462.30700000003;442.6049999999814;264;633.6;443.52;160609.0;118797.36;279406.36
1151;457828.40414;442.26209999993443;264;633.6;443.52;160748.66;118797.36;279546.02
1152;458194.50128;441.9192000000039;264;633.6;443.52;160888.32;118797.36;279685.68
1153;458560.59841999994;441.5763000000152;263;631.1999999999999;441.84;161027.98;118347.37;279375.35
1154;458926.6955599999;441.23339999996824;263;631.1999999999999;441.84;161167.63999999998;118347.37;279515.01
1155;459292.7927;440.8904999999795;263;631.1999999999999;441.84;161307.3;118347.37;279654.67
1156;459658.88983999996;440.5475999999326;263;631.1999999999999;441.84;161446.96;118347.37;279794.32999999996
1157;460024.98698000005;440.20470000006026;263;631.1999999999999;441.84;161586.62;118347.37;279933.99
1158;460391.08412;439.8618000000133;262;628.8;440.15999999999997;161726.28;117897.38;279623.66000000003
1159;460757.18126;439.5188999999664;262;628.8;440.15999999999997;161865.94;117897.38;279763.32
1160;461123.27839999995;439.17599999991944;262;628.8;440.15999999999997;162005.6;117897.38;279902.98
1161;461489.37554000004;438.8331000000471;262;628.8;440.15999999999997;162145.26;117897.38;280042.64
1162;461855.47268;438.490199999942;262;628.8;440.15999999999997;162284.91999999998;117897.38;280182.3
1163;462221.56982;438.14730000001146;261;626.4;438.47999999999996;162424.58;117447.39;279871.97
1164;462587.66696;437.8043999999063;261;626.4;438.47999999999996;162564.24;117447.39;280011.63
1165;462953.7641;437.4615000000922;261;626.4;438.47999999999996;162703.9;117447.39;280151.29
1166;463319.86124;437.11860000004526;261;626.4;438.47999999999996;162843.56;117447.39;280290.95
1167;463685.95838;436.7756999998819;260;624.0;436.8;162983.22;116997.40000000001;279980.62
1168;464052.05552;436.4328000000096;260;624.0;436.8;163122.88;116997.40000000001;280120.28
1169;464418.15266;436.08990000007907;260;624.0;436.8;163262.54;116997.40000000001;280259.94
1170;464784.2498;435.7469999999157;260;624.0;436.8;163402.19999999998;116997.40000000001;280399.6
1171;465150.34694;435.404099999927;260;624.0;436.8;163541.86;116997.40000000001;280539.26
1172;465516.44408;435.06119999999646;259;621.6;435.12;163681.52;116547.41;280228.93
1173;465882.54121999996;434.7182999999495;259;621.6;435.12;163821.18;116547.41;280368.58999999997
1174;466248.63836;434.3753999999026;259;621.6;435.12;163960.84;116547.41;280508.25
1175;466614.7355;434.03249999997206;259;621.6;435.12;164100.5;116547.41;280647.91000000003
1176;466980.83264000004;433.68960000004154;259;621.6;435.12;164240.16;116547.41;280787.57
1177;467346.92978;433.3466999999946;258;619.1999999999999;433.44;164379.82;116097.42;280477.24
1178;467713.02692;433.00380000000587;258;619.1999999999999;433.44;164519.48;116097.42;280616.9
1179;468079.12406;432.6608999999007;258;619.1999999999999;433.44;164659.13999999998;116097.42;280756.56
1180;468445.2212;432.3179999999702;258;619.1999999999999;433.44;164798.8;116097.42;280896.22
1181;468811.31834;431.9751000000397;258;619.1999999999999;433.44;164938.46;116097.42;281035.88
1182;469177.41548;431.63220000005094;257;616.8;431.76;165078.12;115647.43000000001;280725.55
1183;469543.51261999994;431.289300000004;257;616.8;431.76;165217.78;115647.43000000001;280865.21
1184;469909.60976;430.9464000000153;257;616.8;431.76;165357.44;115647.43000000001;281004.87
1185;470275.7069;430.60349999996834;257;616.8;431.76;165497.1;115647.43000000001;281144.53
1186;470641.80403999996;430.2605999999796;257;616.8;431.76;165636.76;115647.43000000001;281284.19
1187;471007.90118;429.91769999987446;256;614.4;430.08;165776.41999999998;115197.44;280973.86
1188;471373.99832;429.5747999998857;256;614.4;430.08;165916.08;115197.44;281113.52
1189;471740.09546000004;429.2319000000134;256;614.4;430.08;166055.74;115197.44;281253.18
1190;472106.19260000007;428.88899999985006;256;614.4;430.08;166195.4;115197.44;281392.83999999997
1191;472472.28974;428.5460999998613;256;614.4;430.08;166335.06;115197.44;281532.5
1192;472838.38688;428.2031999999308;255;612.0;428.4;166474.72;114747.45;281222.17
1193;473204.48402;427.8603000001749;255;612.0;428.4;166614.38;114747.45;281361.83
1194;473570.58116000006;427.51740000001155;255;612.0;428.4;166754.04;114747.45;281501.49
1195;473936.6783;427.1745000000228;255;612.0;428.4;166893.69999999998;114747.45;281641.14999999997
1196;474302.77544000006;426.8316000000923;255;612.0;428.4;167033.36;114747.45;281780.81
1197;474668.87258;426.48870000004536;254;609.6;426.71999999999997;167173.02;114297.46;281470.48
1198;475034.96972000005;426.1458000000566;254;609.6;426.71999999999997;167312.68;114297.46;281610.14
1199;475401.06686;425.8028999999515;254;609.6;426.71999999999997;167452.34;114297.46;281749.8
1200;475767.164;425.46000000002095;254;609.6;426.71999999999997;167592.0;114297.46;281889.46
1201;476133.26114;425.1171000000322;254;609.6;426.71999999999997;167731.66;114297.46;282029.12
1202;476499.3582799999;424.77419999986887;253;607.1999999999999;425.03999999999996;167871.32;113847.47;281718.79000000004
1203;476865.45542;424.43129999993835;253;607.1999999999999;425.03999999999996;168010.97999999998;113847.47;281858.44999999995
1204;477231.55256000004;424.0884000000078;253;607.1999999999999;425.03999999999996;168150.63999999998;113847.47;281998.11
1205;477597.6497;423.7454999999027;253;607.1999999999999;425.03999999999996;168290.3;113847.47;282137.77
1206;477963.74684;423.40260000003036;253;607.1999999999999;425.03999999999996;168429.96;113847.47;282277.43
1207;478329.84398;423.0596999999834;252;604.8;423.35999999999996;168569.62;113397.48;281967.1
1208;478695.94112;422.7167999999947;252;604.8;423.35999999999996;168709.28;113397.48;282106.76
1209;479062.03826;422.37390000006417;252;604.8;423.35999999999996;168848.94;113397.48;282246.42
1210;479428.13539999997;422.03100000007544;252;604.8;423.35999999999996;168988.6;113397.48;282386.08
1211;479794.23254;421.6880999999703;252;604.8;423.35999999999996;169128.26;113397.48;282525.74
1212;480160.32968;421.34520000003977;251;602.4;421.68;169267.91999999998;112947.49;282215.41
1213;480526.42682;421.00229999999283;251;602.4;421.68;169407.58;112947.49;282355.07
1214;480892.52396;420.6594000000041;251;602.4;421.68;169547.24;112947.49;282494.73
1215;481258.6211;420.31649999989895;251;602.4;421.68;169686.9;112947.49;282634.39
1216;481624.71823999996;419.97360000002664;250;600.0;420.0;169826.56;112497.5;282324.06
1217;481990.81538000004;419.6306999999797;250;600.0;420.0;169966.22;112497.5;282463.72
1218;482356.91252;419.2878000000492;250;600.0;420.0;170105.88;112497.5;282603.38
1219;482723.00966;418.94490000000224;250;600.0;420.0;170245.54;112497.5;282743.04000000004
1220;483089.10679999995;418.6019999999553;250;600.0;420.0;170385.19999999998;112497.5;282882.69999999995
1221;483455.20394;418.2591000000248;249;597.6;418.32;170524.86;112047.51000000001;282572.37
1222;483821.30108;417.91619999997783;249;597.6;418.32;170664.52;112047.51000000001;282712.03
1223;484187.39822;417.5732999999309;249;597.6;418.32;170804.18;112047.51000000001;282851.69
1224;484553.49536000006;417.23039999994216;249;597.6;418.32;170943.84;112047.51000000001;282991.35
1225;484919.5925;416.88750000001164;249;597.6;418.32;171083.5;112047.51000000001;283131.01
1226;485285.68964;416.5445999999065;248;595.1999999999999;416.64;171223.16;111597.52;282820.68
1227;485651.78677999997;416.2017000000342;248;595.1999999999999;416.64;171362.82;111597.52;282960.34
1228;486017.88391999993;415.85879999998724;248;595.1999999999999;416.64;171502.47999999998;111597.52;283100.0
1229;486383.98106;415.5159000000567;248;595.1999999999999;416.64;171642.13999999998;111597.52;283239.66
1230;486750.0782;415.1730000000098;248;595.1999999999999;416.64;171781.8;111597.52;283379.32
1231;487116.17534;414.83009999990463;247;592.8;414.96;171921.46;111147.53;283068.99
1232;487482.27248;414.4871999999741;247;592.8;414.96;172061.12;111147.53;283208.65
1233;487848.36962;414.1443000000436;247;592.8;414.96;172200.78;111147.53;283348.31
1234;488214.46676;413.80139999988023;247;592.8;414.96;172340.44;111147.53;283487.97
1235;488580.5639;413.4584999999497;247;592.8;414.96;172480.1;111147.53;283627.63
1236;488946.66104000004;413.1156000000192;246;590.4;413.28;172619.76;110697.54000000001;283317.30000000005
1237;489312.75818000006;412.77269999991404;246;590.4;413.28;172759.41999999998;110697.54000000001;283456.95999999996
1238;489678.85532000003;412.4297999998671;246;590.4;413.28;172899.08;110697.54000000001;283596.62
1239;490044.95246;412.0868999999366;246;590.4;413.28;173038.74;110697.54000000001;283736.28
1240;490411.0496;411.74400000000605;246;590.4;413.28;173178.4;110697.54000000001;283875.94
1241;490777.14674;411.4010999999591;245;588.0;411.59999999999997;173318.06;110247.55;283565.61
1242;491143.24388;411.0581999999704;245;588.0;411.59999999999997;173457.72;110247.55;283705.27
1243;491509.34101999993;410.71529999986524;245;588.0;411.59999999999997;173597.38;110247.55;283844.93
1244;491875.43816;410.3723999999347;245;588.0;411.59999999999997;173737.04;110247.55;283984.59
1245;492241.53530000005;410.0295000000042;245;588.0;411.59999999999997;173876.69999999998;110247.55;284124.25
1246;492607.63244;409.68660000001546;244;585.6;409.91999999999996;174016.36;109797.56;283813.92
1247;492973.72958;409.3436999999685;244;585.6;409.91999999999996;174156.02;109797.56;283953.57999999996
1248;493339.82672;409.0007999999798;244;585.6;409.91999999999996;174295.68;109797.56;284093.24
1249;493705.92386;408.65789999993285;244;585.6;409.91999999999996;174435.34;109797.56;284232.9
1250;494072.021;408.31500000006054;244;585.6;409.91999999999996;174575.0;109797.56;284372.56
1251;494438.11814;407.9720999998972;243;583.1999999999999;408.24;174714.66;109347.57;284062.23
1252;494804.21528;407.62919999990845;243;583.1999999999999;408.24;174854.32;109347.57;284201.89
1253;495170.31242;407.28630000009434;243;583.1999999999999;408.24;174993.97999999998;109347.57;284341.55
1254;495536.40956;406.943399999931;243;583.1999999999999;408.24;175133.63999999998;109347.57;284481.20999999996
1255;495902.50669999997;406.60049999994226;243;583.1999999999999;408.24;175273.3;109347.57;284620.87
1256;496268.60384;406.25760000001173;242;580.8;406.56;175412.96;108897.58;284310.54
1257;496634.70097999997;405.9147000001394;242;580.8;406.56;175552.62;108897.58;284450.2
1258;497000.79811999993;405.57179999997607;242;580.8;406.56;175692.28;108897.58;284589.86
1259;497366.89526;405.22889999998733;242;580.8;406.56;175831.94;108897.58;284729.52
1260;497732.9924;404.8860000000568;242;580.8;406.56;175971.6;108897.58;284869.18
1261;498099.08953999996;404.5431000000099;241;578.4;404.88;176111.26;108447.59;284558.85
1262;498465.18668;404.20020000002114;241;578.4;404.88;176250.91999999998;108447.59;284698.51
1263;498831.28382;403.8573000000324;241;578.4;404.88;176390.58;108447.59;284838.17
1264;499197.3809599999;403.51439999998547;241;578.4;404.88;176530.24;108447.59;284977.82999999996
1265;499563.4781;403.17149999999674;240;576.0;403.2;176669.9;107997.6;284667.5
1266;499929.57524000003;402.8285999998916;240;576.0;403.2;176809.56;107997.6;284807.16000000003
1267;500295.67238;402.4857000000193;240;576.0;403.2;176949.22;107997.6;284946.82
1268;500661.76952;402.14280000003055;240;576.0;403.2;177088.88;107997.6;285086.48
1269;501027.86666;401.7998999998672;240;576.0;403.2;177228.54;107997.6;285226.14
1270;501393.9638;401.4569999999949;239;573.6;401.52;177368.19999999998;107547.61;284915.81
1271;501760.06094000005;401.11410000000615;239;573.6;401.52;177507.86;107547.61;285055.47
1272;502126.15807999996;400.7711999999592;239;573.6;401.52;177647.52;107547.61;285195.13
1273;502492.25522000005;400.4283000000287;239;573.6;401.52;177787.18;107547.61;285334.79
1274;502858.35236;400.08540000003995;239;573.6;401.52;177926.84;107547.61;285474.45
1275;503224.4495;399.7424999999348;238;571.1999999999999;399.84;178066.5;107097.62;285164.12
1276;503590.54663999996;399.3996000000043;238;571.1999999999999;399.84;178206.16;107097.62;285303.78
1277;503956.64378;399.05670000001555;238;571.1999999999999;399.84;178345.82;107097.62;285443.44
1278;504322.74092;398.7137999999686;238;571.1999999999999;399.84;178485.47999999998;107097.62;285583.1
1279;504688.83806000004;398.3708999999217;238;571.1999999999999;399.84;178625.13999999998;107097.62;285722.76
1280;505054.9352;398.02799999999115;237;568.8;398.15999999999997;178764.8;106647.63;285412.43
1281;505421.03234000003;397.6850999999442;237;568.8;398.15999999999997;178904.46;106647.63;285552.08999999997
1282;505787.12948;397.3422000000137;237;568.8;398.15999999999997;179044.12;106647.63;285691.75
1283;506153.22662000003;397.1458199999761;237;568.8;398.15999999999997;179183.78;106647.63;285831.41000000003
1284;506519.32376;397.1103599999333;237;568.8;398.15999999999997;179323.44;106647.63;285971.07
1285;506885.4209;397.0749000000069;237;568.8;398.15999999999997;179463.1;106647.63;286110.73
1286;507251.51804;397.0394399999641;237;568.8;398.15999999999997;179602.76;106647.63;286250.39
1287;507617.61517999996;397.0039799999795;237;568.8;398.15999999999997;179742.41999999998;106647.63;286390.05
1288;507983.71232;396.9685199999949;237;568.8;398.15999999999997;179882.08;106647.63;286529.70999999996
1289;508349.80946;396.9330599999521;237;568.8;398.15999999999997;180021.74;106647.63;286669.37
1290;508715.90659999993;396.8975999999675;237;568.8;398.15999999999997;180161.4;106647.63;286809.03
1291;509082.00374;396.8621399999829;237;568.8;398.15999999999997;180301.06;106647.63;286948.69
1292;509448.10088000004;396.8266799999401;237;568.8;398.15999999999997;180440.72;106647.63;287088.35
1293;509814.19801999995;396.7912199999555;237;568.8;398.15999999999997;180580.38;106647.63;287228.01
1294;510180.29516;396.7557599999709;237;568.8;398.15999999999997;180720.04;106647.63;287367.67000000004
1295;510546.3923;396.7202999999863;237;568.8;398.15999999999997;180859.69999999998;106647.63;287507.32999999996
1296;510912.48944;396.6848399999435;237;568.8;398.15999999999997;180999.36;106647.63;287646.99
