date_heure;Puissance Consume (kW);col 1 ;Vitesse du Vent (ms);col 2 ;power_kW_calculated Eolienne2;irradiance direct;irradiance difuse;irradiance total ;Puissance PV kW
01/01/2019 01:00;30;8151;8,151;65567;65,567;0;0;0;0
01/01/2019 02:00;30;8378;8,378;69426;69,426;0;0;0;0
01/01/2019 03:00;30;8288;8,288;67896;67,896;0;0;0;0
01/01/2019 04:00;30;7975;7,975;62650;62,65;0;0;0;0
01/01/2019 05:00;30;7802;7,802;60228;60,228;0;0;0;0
01/01/2019 06:00;33;7652;7,652;58128;58,128;0;0;0;0
01/01/2019 07:00;35;7385;7,385;54390;54,39;0;0;0;0
01/01/2019 08:00;40;7241;7,241;52374;52,374;0,039;0,012;0,051;0,00918
01/01/2019 09:00;45;6870;6,87;47050;47,05;0,262;0,053;0,315;0,0567
01/01/2019 10:00;50;6668;6,668;44020;44,02;0,457;0,072;0,529;0,09522
01/01/2019 11:00;45;6588;6,588;42820;42,82;0,587;0,081;0,668;0,12024
01/01/2019 12:00;40;6554;6,554;42310;42,31;0,645;0,086;0,731;0,13158
01/01/2019 13:00;35;6588;6,588;42820;42,82;0,63;0,085;0,715;0,1287
01/01/2019 14:00;36;6698;6,698;44470;44,47;0,541;0,079;0,62;0,1116
01/01/2019 15:00;36;6810;6,81;46150;46,15;0,39;0,067;0,457;0,08226
01/01/2019 16:00;36;6798;6,798;45970;45,97;0,173;0,042;0,215;0,0387
01/01/2019 17:00;35;7186;7,186;51604;51,604;0,004;0,002;0,006;0,00108
01/01/2019 18:00;40;7784;7,784;59976;59,976;0;0;0;0
01/01/2019 19:00;47;8208;8,208;66536;66,536;0;0;0;0
01/01/2019 20:00;50;8596;8,596;73132;73,132;0;0;0;0
01/01/2019 21:00;47;8935;8,935;78895;78,895;0;0;0;0
01/01/2019 22:00;40;9284;9,284;85680;85,68;0;0;0;0
01/01/2019 23:00;35;9647;9,647;92940;92,94;0;0;0;0
02/01/2019 00:00;28;9861;9,861;97220;97,22;0;0;0;0
02/01/2019 01:00;30;10065;10,065;100000;100;0;0;0;0
02/01/2019 02:00;30;10272;10,272;100000;100;0;0;0;0
02/01/2019 03:00;30;10332;10,332;100000;100;0;0;0;0
02/01/2019 04:00;30;10733;10,733;100000;100;0;0;0;0
02/01/2019 05:00;30;11014;11,014;100000;100;0;0;0;0
02/01/2019 06:00;33;11009;11,009;100000;100;0;0;0;0
02/01/2019 07:00;35;10931;10,931;100000;100;0;0;0;0
02/01/2019 08:00;40;10987;10,987;100000;100;0,046;0,012;0,058;0,01044
02/01/2019 09:00;45;11400;11,4;100000;100;0,292;0,049;0,341;0,06138
02/01/2019 10:00;50;11350;11,35;100000;100;0,501;0,063;0,564;0,10152
02/01/2019 11:00;45;11187;11,187;100000;100;0,645;0,07;0,715;0,1287
02/01/2019 12:00;40;11150;11,15;100000;100;0,729;0,07;0,799;0,14382
02/01/2019 13:00;35;11188;11,188;100000;100;0,699;0,071;0,77;0,1386
02/01/2019 14:00;36;11120;11,12;100000;100;0,65;0,06;0,71;0,1278
02/01/2019 15:00;36;10865;10,865;100000;100;0,497;0,05;0,547;0,09846
02/01/2019 16:00;36;10631;10,631;100000;100;0,238;0,035;0,273;0,04914
02/01/2019 17:00;35;10717;10,717;100000;100;0,005;0,002;0,007;0,00126
02/01/2019 18:00;40;10694;10,694;100000;100;0;0;0;0
02/01/2019 19:00;47;10489;10,489;100000;100;0;0;0;0
02/01/2019 20:00;50;10312;10,312;100000;100;0;0;0;0
02/01/2019 21:00;47;10254;10,254;100000;100;0;0;0;0
02/01/2019 22:00;40;9965;9,965;99300;99,3;0;0;0;0
02/01/2019 23:00;35;9553;9,553;91060;91,06;0;0;0;0
03/01/2019 00:00;28;9214;9,214;84280;84,28;0;0;0;0
03/01/2019 01:00;30;8947;8,947;79099;79,099;0;0;0;0
03/01/2019 02:00;30;8711;8,711;75087;75,087;0;0;0;0
03/01/2019 03:00;30;8508;8,508;71636;71,636;0;0;0;0
03/01/2019 04:00;30;8325;8,325;68525;68,525;0;0;0;0
03/01/2019 05:00;30;8148;8,148;65516;65,516;0;0;0;0
03/01/2019 06:00;33;8123;8,123;65091;65,091;0;0;0;0
03/01/2019 07:00;35;8042;8,042;63714;63,714;0;0;0;0
03/01/2019 08:00;40;7982;7,982;62748;62,748;0,066;0,011;0,077;0,01386
03/01/2019 09:00;45;7603;7,603;57442;57,442;0,377;0,039;0,416;0,07488
03/01/2019 10:00;50;7395;7,395;54530;54,53;0,6;0,048;0,648;0,11664
03/01/2019 11:00;45;7693;7,693;58702;58,702;0,744;0,054;0,798;0,14364
03/01/2019 12:00;40;7614;7,614;57596;57,596;0,808;0,057;0,865;0,1557
03/01/2019 13:00;35;7588;7,588;57232;57,232;0,787;0,057;0,844;0,15192
03/01/2019 14:00;36;7596;7,596;57344;57,344;0,685;0,054;0,739;0,13302
03/01/2019 15:00;36;7480;7,48;55720;55,72;0,5;0,048;0,548;0,09864
03/01/2019 16:00;36;7275;7,275;52850;52,85;0,236;0,035;0,271;0,04878
03/01/2019 17:00;35;7674;7,674;58436;58,436;0,006;0,002;0,008;0,00144
03/01/2019 18:00;40;8121;8,121;65057;65,057;0;0;0;0
03/01/2019 19:00;47;8095;8,095;64615;64,615;0;0;0;0
03/01/2019 20:00;50;7860;7,86;61040;61,04;0;0;0;0
03/01/2019 21:00;47;7720;7,72;59080;59,08;0;0;0;0
03/01/2019 22:00;40;7708;7,708;58912;58,912;0;0;0;0
03/01/2019 23:00;35;7737;7,737;59318;59,318;0;0;0;0
04/01/2019 00:00;28;7761;7,761;59654;59,654;0;0;0;0
04/01/2019 01:00;30;7877;7,877;61278;61,278;0;0;0;0
04/01/2019 02:00;30;7982;7,982;62748;62,748;0;0;0;0
04/01/2019 03:00;30;8008;8,008;63136;63,136;0;0;0;0
04/01/2019 04:00;30;7967;7,967;62538;62,538;0;0;0;0
04/01/2019 05:00;30;7936;7,936;62104;62,104;0;0;0;0
04/01/2019 06:00;33;7917;7,917;61838;61,838;0;0;0;0
04/01/2019 07:00;35;7779;7,779;59906;59,906;0;0;0;0
04/01/2019 08:00;40;7575;7,575;57050;57,05;0,059;0,012;0,071;0,01278
04/01/2019 09:00;45;6894;6,894;47410;47,41;0,32;0,047;0,367;0,06606
04/01/2019 10:00;50;6474;6,474;41110;41,11;0,533;0,06;0,593;0,10674
04/01/2019 11:00;45;6654;6,654;43810;43,81;0,705;0,062;0,767;0,13806
04/01/2019 12:00;40;6611;6,611;43165;43,165;0,784;0,063;0,847;0,15246
04/01/2019 13:00;35;6520;6,52;41800;41,8;0,75;0,065;0,815;0,1467
04/01/2019 14:00;36;6454;6,454;40810;40,81;0,622;0,067;0,689;0,12402
04/01/2019 15:00;36;6278;6,278;38170;38,17;0,341;0,075;0,416;0,07488
04/01/2019 16:00;36;6215;6,215;37225;37,225;0,086;0,048;0,134;0,02412
04/01/2019 17:00;35;6671;6,671;44065;44,065;0,002;0,002;0,004;0,00072
04/01/2019 18:00;40;7124;7,124;50736;50,736;0;0;0;0
04/01/2019 19:00;47;7252;7,252;52528;52,528;0;0;0;0
04/01/2019 20:00;50;7349;7,349;53886;53,886;0;0;0;0
04/01/2019 21:00;47;7395;7,395;54530;54,53;0;0;0;0
04/01/2019 22:00;40;7440;7,44;55160;55,16;0;0;0;0
04/01/2019 23:00;35;7685;7,685;58590;58,59;0;0;0;0
05/01/2019 00:00;28;7901;7,901;61614;61,614;0;0;0;0
05/01/2019 01:00;30;8203;8,203;66451;66,451;0;0;0;0
05/01/2019 02:00;30;8470;8,47;70990;70,99;0;0;0;0
05/01/2019 03:00;30;8834;8,834;77178;77,178;0;0;0;0
05/01/2019 04:00;30;9104;9,104;82080;82,08;0;0;0;0
05/01/2019 05:00;30;9468;9,468;89360;89,36;0;0;0;0
05/01/2019 06:00;33;9748;9,748;94960;94,96;0;0;0;0
05/01/2019 07:00;35;9712;9,712;94240;94,24;0;0;0;0
05/01/2019 08:00;40;9684;9,684;93680;93,68;0,066;0,012;0,078;0,01404
05/01/2019 09:00;45;9549;9,549;90980;90,98;0,372;0,041;0,413;0,07434
05/01/2019 10:00;50;10063;10,063;100000;100;0,589;0,051;0,64;0,1152
05/01/2019 11:00;45;10448;10,448;100000;100;0,722;0,058;0,78;0,1404
05/01/2019 12:00;40;10642;10,642;100000;100;0,775;0,063;0,838;0,15084
05/01/2019 13:00;35;10970;10,97;100000;100;0,741;0,065;0,806;0,14508
05/01/2019 14:00;36;11204;11,204;100000;100;0,636;0,063;0,699;0,12582
05/01/2019 15:00;36;11253;11,253;100000;100;0,452;0,056;0,508;0,09144
05/01/2019 16:00;36;11431;11,431;100000;100;0,198;0,04;0,238;0,04284
05/01/2019 17:00;35;11672;11,672;100000;100;0,005;0,003;0,008;0,00144
05/01/2019 18:00;40;11808;11,808;100000;100;0;0;0;0
05/01/2019 19:00;47;11805;11,805;100000;100;0;0;0;0
05/01/2019 20:00;50;11655;11,655;100000;100;0;0;0;0
05/01/2019 21:00;47;11792;11,792;100000;100;0;0;0;0
05/01/2019 22:00;40;11940;11,94;100000;100;0;0;0;0
05/01/2019 23:00;35;12104;12,104;100000;100;0;0;0;0
06/01/2019 00:00;28;12256;12,256;100000;100;0;0;0;0
06/01/2019 01:00;30;12235;12,235;100000;100;0;0;0;0
06/01/2019 02:00;30;12171;12,171;100000;100;0;0;0;0
06/01/2019 03:00;30;12034;12,034;100000;100;0;0;0;0
06/01/2019 04:00;30;11860;11,86;100000;100;0;0;0;0
06/01/2019 05:00;30;11689;11,689;100000;100;0;0;0;0
06/01/2019 06:00;33;11382;11,382;100000;100;0;0;0;0
06/01/2019 07:00;35;11204;11,204;100000;100;0;0;0;0
06/01/2019 08:00;40;11204;11,204;100000;100;0,066;0,012;0,078;0,01404
06/01/2019 09:00;45;11149;11,149;100000;100;0,354;0,043;0,397;0,07146
06/01/2019 10:00;50;11221;11,221;100000;100;0,574;0,053;0,627;0,11286
06/01/2019 11:00;45;11482;11,482;100000;100;0,752;0,054;0,806;0,14508
06/01/2019 12:00;40;11856;11,856;100000;100;0,813;0,057;0,87;0,1566
06/01/2019 13:00;35;12128;12,128;100000;100;0,782;0,058;0,84;0,1512
06/01/2019 14:00;36;12216;12,216;100000;100;0,68;0,055;0,735;0,1323
06/01/2019 15:00;36;11970;11,97;100000;100;0,5;0,049;0,549;0,09882
06/01/2019 16:00;36;11525;11,525;100000;100;0,235;0,036;0,271;0,04878
06/01/2019 17:00;35;11205;11,205;100000;100;0,007;0,003;0,01;0,0018
06/01/2019 18:00;40;11027;11,027;100000;100;0;0;0;0
06/01/2019 19:00;47;10891;10,891;100000;100;0;0;0;0
06/01/2019 20:00;50;10901;10,901;100000;100;0;0;0;0
06/01/2019 21:00;47;10854;10,854;100000;100;0;0;0;0
06/01/2019 22:00;40;10782;10,782;100000;100;0;0;0;0
06/01/2019 23:00;35;10679;10,679;100000;100;0;0;0;0
07/01/2019 00:00;28;10672;10,672;100000;100;0;0;0;0
07/01/2019 01:00;30;10671;10,671;100000;100;0;0;0;0
07/01/2019 02:00;30;10641;10,641;100000;100;0;0;0;0
07/01/2019 03:00;30;10609;10,609;100000;100;0;0;0;0
07/01/2019 04:00;30;10575;10,575;100000;100;0;0;0;0
07/01/2019 05:00;30;10498;10,498;100000;100;0;0;0;0
07/01/2019 06:00;33;10420;10,42;100000;100;0;0;0;0
07/01/2019 07:00;35;10367;10,367;100000;100;0;0;0;0
07/01/2019 08:00;40;10330;10,33;100000;100;0,054;0,013;0,067;0,01206
07/01/2019 09:00;45;10228;10,228;100000;100;0,317;0,049;0,366;0,06588
07/01/2019 10:00;50;10598;10,598;100000;100;0,533;0,061;0,594;0,10692
07/01/2019 11:00;45;10880;10,88;100000;100;0,704;0,063;0,767;0,13806
07/01/2019 12:00;40;10852;10,852;100000;100;0,774;0,065;0,839;0,15102
07/01/2019 13:00;35;10876;10,876;100000;100;0,747;0,066;0,813;0,14634
07/01/2019 14:00;36;10915;10,915;100000;100;0,643;0,063;0,706;0,12708
07/01/2019 15:00;36;10778;10,778;100000;100;0,454;0,058;0,512;0,09216
07/01/2019 16:00;36;10401;10,401;100000;100;0,178;0,044;0,222;0,03996
07/01/2019 17:00;35;10330;10,33;100000;100;0,004;0,003;0,007;0,00126
07/01/2019 18:00;40;10144;10,144;100000;100;0;0;0;0
07/01/2019 19:00;47;9881;9,881;97620;97,62;0;0;0;0
07/01/2019 20:00;50;9644;9,644;92880;92,88;0;0;0;0
07/01/2019 21:00;47;9607;9,607;92140;92,14;0;0;0;0
07/01/2019 22:00;40;9533;9,533;90660;90,66;0;0;0;0
07/01/2019 23:00;35;9613;9,613;92260;92,26;0;0;0;0
08/01/2019 00:00;28;9674;9,674;93480;93,48;0;0;0;0
08/01/2019 01:00;30;9728;9,728;94560;94,56;0;0;0;0
08/01/2019 02:00;30;9835;9,835;96700;96,7;0;0;0;0
08/01/2019 03:00;30;9924;9,924;98480;98,48;0;0;0;0
08/01/2019 04:00;30;9972;9,972;99440;99,44;0;0;0;0
08/01/2019 05:00;30;10130;10,13;100000;100;0;0;0;0
08/01/2019 06:00;33;10193;10,193;100000;100;0;0;0;0
08/01/2019 07:00;35;10104;10,104;100000;100;0;0;0;0
08/01/2019 08:00;40;10055;10,055;100000;100;0,037;0,015;0,052;0,00936
08/01/2019 09:00;45;9921;9,921;98420;98,42;0,221;0,064;0,285;0,0513
08/01/2019 10:00;50;10293;10,293;100000;100;0,416;0,085;0,501;0,09018
08/01/2019 11:00;45;11009;11,009;100000;100;0,543;0,096;0,639;0,11502
08/01/2019 12:00;40;11268;11,268;100000;100;0,594;0,103;0,697;0,12546
08/01/2019 13:00;35;11427;11,427;100000;100;0,505;0,116;0,621;0,11178
08/01/2019 14:00;36;11627;11,627;100000;100;0,356;0,118;0,474;0,08532
08/01/2019 15:00;36;11576;11,576;100000;100;0,244;0,096;0,34;0,0612
08/01/2019 16:00;36;11572;11,572;100000;100;0,058;0,053;0,111;0,01998
08/01/2019 17:00;35;11682;11,682;100000;100;0,001;0,002;0,003;0,00054
08/01/2019 18:00;40;11769;11,769;100000;100;0;0;0;0
08/01/2019 19:00;47;11947;11,947;100000;100;0;0;0;0
08/01/2019 20:00;50;12180;12,18;100000;100;0;0;0;0
08/01/2019 21:00;47;12026;12,026;100000;100;0;0;0;0
08/01/2019 22:00;40;11904;11,904;100000;100;0;0;0;0
08/01/2019 23:00;35;11939;11,939;100000;100;0;0;0;0
09/01/2019 00:00;28;11781;11,781;100000;100;0;0;0;0
09/01/2019 01:00;30;11650;11,65;100000;100;0;0;0;0
09/01/2019 02:00;30;11684;11,684;100000;100;0;0;0;0
09/01/2019 03:00;30;11710;11,71;100000;100;0;0;0;0
09/01/2019 04:00;30;11808;11,808;100000;100;0;0;0;0
09/01/2019 05:00;30;11688;11,688;100000;100;0;0;0;0
09/01/2019 06:00;33;11644;11,644;100000;100;0;0;0;0
09/01/2019 07:00;35;11683;11,683;100000;100;0;0;0;0
09/01/2019 08:00;40;11706;11,706;100000;100;0,034;0,015;0,049;0,00882
09/01/2019 09:00;45;11810;11,81;100000;100;0,214;0,065;0,279;0,05022
09/01/2019 10:00;50;12039;12,039;100000;100;0,418;0,085;0,503;0,09054
09/01/2019 11:00;45;12463;12,463;100000;100;0,542;0,096;0,638;0,11484
09/01/2019 12:00;40;13014;13,014;100000;100;0,571;0,106;0,677;0,12186
09/01/2019 13:00;35;13358;13,358;100000;100;0,571;0,102;0,673;0,12114
09/01/2019 14:00;36;13369;13,369;100000;100;0,517;0,091;0,608;0,10944
09/01/2019 15:00;36;12931;12,931;100000;100;0,296;0,087;0,383;0,06894
09/01/2019 16:00;36;12197;12,197;100000;100;0,078;0,053;0,131;0,02358
09/01/2019 17:00;35;11943;11,943;100000;100;0,002;0,003;0,005;0,0009
09/01/2019 18:00;40;11943;11,943;100000;100;0;0;0;0
09/01/2019 19:00;47;11853;11,853;100000;100;0;0;0;0
09/01/2019 20:00;50;11839;11,839;100000;100;0;0;0;0
09/01/2019 21:00;47;11732;11,732;100000;100;0;0;0;0
09/01/2019 22:00;40;11433;11,433;100000;100;0;0;0;0
09/01/2019 23:00;35;11249;11,249;100000;100;0;0;0;0
10/01/2019 00:00;28;11060;11,06;100000;100;0;0;0;0
10/01/2019 01:00;30;10839;10,839;100000;100;0;0;0;0
10/01/2019 02:00;30;10613;10,613;100000;100;0;0;0;0
10/01/2019 03:00;30;10599;10,599;100000;100;0;0;0;0
10/01/2019 04:00;30;10612;10,612;100000;100;0;0;0;0
10/01/2019 05:00;30;10731;10,731;100000;100;0;0;0;0
10/01/2019 06:00;33;10815;10,815;100000;100;0;0;0;0
10/01/2019 07:00;35;10992;10,992;100000;100;0;0;0;0
10/01/2019 08:00;40;11095;11,095;100000;100;0,043;0,015;0,058;0,01044
10/01/2019 09:00;45;11391;11,391;100000;100;0,249;0,06;0,309;0,05562
10/01/2019 10:00;50;11724;11,724;100000;100;0,481;0,073;0,554;0,09972
10/01/2019 11:00;45;11621;11,621;100000;100;0,631;0,078;0,709;0,12762
10/01/2019 12:00;40;11518;11,518;100000;100;0,7;0,081;0,781;0,14058
10/01/2019 13:00;35;11343;11,343;100000;100;0,665;0,083;0,748;0,13464
10/01/2019 14:00;36;11109;11,109;100000;100;0,532;0,085;0,617;0,11106
10/01/2019 15:00;36;10898;10,898;100000;100;0,363;0,075;0,438;0,07884
10/01/2019 16:00;36;10740;10,74;100000;100;0,143;0,05;0,193;0,03474
10/01/2019 17:00;35;10694;10,694;100000;100;0,005;0,004;0,009;0,00162
10/01/2019 18:00;40;10696;10,696;100000;100;0;0;0;0
10/01/2019 19:00;47;10484;10,484;100000;100;0;0;0;0
10/01/2019 20:00;50;10398;10,398;100000;100;0;0;0;0
10/01/2019 21:00;47;10367;10,367;100000;100;0;0;0;0
10/01/2019 22:00;40;10154;10,154;100000;100;0;0;0;0
10/01/2019 23:00;35;10137;10,137;100000;100;0;0;0;0
11/01/2019 00:00;28;10165;10,165;100000;100;0;0;0;0
11/01/2019 01:00;30;10168;10,168;100000;100;0;0;0;0
11/01/2019 02:00;30;10219;10,219;100000;100;0;0;0;0
11/01/2019 03:00;30;10255;10,255;100000;100;0;0;0;0
11/01/2019 04:00;30;10281;10,281;100000;100;0;0;0;0
11/01/2019 05:00;30;10299;10,299;100000;100;0;0;0;0
11/01/2019 06:00;33;10285;10,285;100000;100;0;0;0;0
11/01/2019 07:00;35;10279;10,279;100000;100;0;0;0;0
11/01/2019 08:00;40;10249;10,249;100000;100;0,073;0,014;0,087;0,01566
11/01/2019 09:00;45;10447;10,447;100000;100;0,375;0,044;0,419;0,07542
11/01/2019 10:00;50;10665;10,665;100000;100;0,596;0,053;0,649;0,11682
11/01/2019 11:00;45;10769;10,769;100000;100;0,742;0,058;0,8;0,144
11/01/2019 12:00;40;10966;10,966;100000;100;0,808;0,06;0,868;0,15624
11/01/2019 13:00;35;11130;11,13;100000;100;0,782;0,061;0,843;0,15174
11/01/2019 14:00;36;11188;11,188;100000;100;0,673;0,059;0,732;0,13176
11/01/2019 15:00;36;11026;11,026;100000;100;0,482;0,054;0,536;0,09648
11/01/2019 16:00;36;10745;10,745;100000;100;0,217;0,041;0,258;0,04644
11/01/2019 17:00;35;10619;10,619;100000;100;0,008;0,004;0,012;0,00216
11/01/2019 18:00;40;10560;10,56;100000;100;0;0;0;0
11/01/2019 19:00;47;10605;10,605;100000;100;0;0;0;0
11/01/2019 20:00;50;10667;10,667;100000;100;0;0;0;0
11/01/2019 21:00;47;10620;10,62;100000;100;0;0;0;0
11/01/2019 22:00;40;10477;10,477;100000;100;0;0;0;0
11/01/2019 23:00;35;10358;10,358;100000;100;0;0;0;0
12/01/2019 00:00;28;10484;10,484;100000;100;0;0;0;0
12/01/2019 01:00;30;10559;10,559;100000;100;0;0;0;0
12/01/2019 02:00;30;10565;10,565;100000;100;0;0;0;0
12/01/2019 03:00;30;10544;10,544;100000;100;0;0;0;0
12/01/2019 04:00;30;10502;10,502;100000;100;0;0;0;0
12/01/2019 05:00;30;10459;10,459;100000;100;0;0;0;0
12/01/2019 06:00;33;10323;10,323;100000;100;0;0;0;0
12/01/2019 07:00;35;9887;9,887;97740;97,74;0;0;0;0
12/01/2019 08:00;40;9678;9,678;93560;93,56;0,021;0,016;0,037;0,00666
12/01/2019 09:00;45;9718;9,718;94360;94,36;0,123;0,077;0,2;0,036
12/01/2019 10:00;50;10047;10,047;100000;100;0,233;0,118;0,351;0,06318
12/01/2019 11:00;45;10304;10,304;100000;100;0,338;0,138;0,476;0,08568
12/01/2019 12:00;40;10558;10,558;100000;100;0,402;0,144;0,546;0,09828
12/01/2019 13:00;35;10740;10,74;100000;100;0,402;0,139;0,541;0,09738
12/01/2019 14:00;36;10838;10,838;100000;100;0,409;0,115;0,524;0,09432
12/01/2019 15:00;36;10704;10,704;100000;100;0,284;0,094;0,378;0,06804
12/01/2019 16:00;36;10345;10,345;100000;100;0,112;0,056;0,168;0,03024
12/01/2019 17:00;35;10162;10,162;100000;100;0,003;0,004;0,007;0,00126
12/01/2019 18:00;40;9940;9,94;98800;98,8;0;0;0;0
12/01/2019 19:00;47;9847;9,847;96940;96,94;0;0;0;0
12/01/2019 20:00;50;9831;9,831;96620;96,62;0;0;0;0
12/01/2019 21:00;47;9882;9,882;97640;97,64;0;0;0;0
12/01/2019 22:00;40;10120;10,12;100000;100;0;0;0;0
12/01/2019 23:00;35;10379;10,379;100000;100;0;0;0;0
13/01/2019 00:00;28;10489;10,489;100000;100;0;0;0;0
13/01/2019 01:00;30;10531;10,531;100000;100;0;0;0;0
13/01/2019 02:00;30;10606;10,606;100000;100;0;0;0;0
13/01/2019 03:00;30;10789;10,789;100000;100;0;0;0;0
13/01/2019 04:00;30;11358;11,358;100000;100;0;0;0;0
13/01/2019 05:00;30;11807;11,807;100000;100;0;0;0;0
13/01/2019 06:00;33;11766;11,766;100000;100;0;0;0;0
13/01/2019 07:00;35;11716;11,716;100000;100;0;0;0;0
13/01/2019 08:00;40;11536;11,536;100000;100;0,018;0,017;0,035;0,0063
13/01/2019 09:00;45;11379;11,379;100000;100;0,089;0,08;0,169;0,03042
13/01/2019 10:00;50;11244;11,244;100000;100;0,17;0,128;0,298;0,05364
13/01/2019 11:00;45;11428;11,428;100000;100;0,25;0,156;0,406;0,07308
13/01/2019 12:00;40;11726;11,726;100000;100;0,3;0,167;0,467;0,08406
13/01/2019 13:00;35;11893;11,893;100000;100;0,296;0,163;0,459;0,08262
13/01/2019 14:00;36;11716;11,716;100000;100;0,259;0,145;0,404;0,07272
13/01/2019 15:00;36;11283;11,283;100000;100;0,156;0,113;0,269;0,04842
13/01/2019 16:00;36;10914;10,914;100000;100;0,052;0,058;0,11;0,0198
13/01/2019 17:00;35;10848;10,848;100000;100;0,003;0,004;0,007;0,00126
13/01/2019 18:00;40;10801;10,801;100000;100;0;0;0;0
13/01/2019 19:00;47;10904;10,904;100000;100;0;0;0;0
13/01/2019 20:00;50;11092;11,092;100000;100;0;0;0;0
13/01/2019 21:00;47;11292;11,292;100000;100;0;0;0;0
13/01/2019 22:00;40;11609;11,609;100000;100;0;0;0;0
13/01/2019 23:00;35;11939;11,939;100000;100;0;0;0;0
14/01/2019 00:00;28;12246;12,246;100000;100;0;0;0;0
14/01/2019 01:00;30;12581;12,581;100000;100;0;0;0;0
14/01/2019 02:00;30;12919;12,919;100000;100;0;0;0;0
14/01/2019 03:00;30;13068;13,068;100000;100;0;0;0;0
14/01/2019 04:00;30;13076;13,076;100000;100;0;0;0;0
14/01/2019 05:00;30;13074;13,074;100000;100;0;0;0;0
14/01/2019 06:00;33;13208;13,208;100000;100;0;0;0;0
14/01/2019 07:00;35;13094;13,094;100000;100;0;0;0;0
14/01/2019 08:00;40;12930;12,93;100000;100;0,031;0,018;0,049;0,00882
14/01/2019 09:00;45;12740;12,74;100000;100;0,179;0,075;0,254;0,04572
14/01/2019 10:00;50;12709;12,709;100000;100;0,288;0,113;0,401;0,07218
14/01/2019 11:00;45;12866;12,866;100000;100;0,304;0,146;0,45;0,081
14/01/2019 12:00;40;12995;12,995;100000;100;0,314;0,161;0,475;0,0855
14/01/2019 13:00;35;12888;12,888;100000;100;0,33;0,155;0,485;0,0873
14/01/2019 14:00;36;12671;12,671;100000;100;0,336;0,131;0,467;0,08406
14/01/2019 15:00;36;12292;12,292;100000;100;0,239;0,103;0,342;0,06156
14/01/2019 16:00;36;11652;11,652;100000;100;0,097;0,059;0,156;0,02808
14/01/2019 17:00;35;11133;11,133;100000;100;0,004;0,005;0,009;0,00162
14/01/2019 18:00;40;10710;10,71;100000;100;0;0;0;0
14/01/2019 19:00;47;10278;10,278;100000;100;0;0;0;0
14/01/2019 20:00;50;10047;10,047;100000;100;0;0;0;0
14/01/2019 21:00;47;9742;9,742;94840;94,84;0;0;0;0
14/01/2019 22:00;40;9572;9,572;91440;91,44;0;0;0;0
14/01/2019 23:00;35;9404;9,404;88080;88,08;0;0;0;0
15/01/2019 00:00;28;9134;9,134;82680;82,68;0;0;0;0
15/01/2019 01:00;30;9001;9,001;80020;80,02;0;0;0;0
15/01/2019 02:00;30;8809;8,809;76753;76,753;0;0;0;0
15/01/2019 03:00;30;8764;8,764;75988;75,988;0;0;0;0
15/01/2019 04:00;30;8581;8,581;72877;72,877;0;0;0;0
15/01/2019 05:00;30;8438;8,438;70446;70,446;0;0;0;0
15/01/2019 06:00;33;8120;8,12;65040;65,04;0;0;0;0
15/01/2019 07:00;35;7841;7,841;60774;60,774;0;0;0;0
15/01/2019 08:00;40;7407;7,407;54698;54,698;0,087;0,016;0,103;0,01854
15/01/2019 09:00;45;6616;6,616;43240;43,24;0,394;0,044;0,438;0,07884
15/01/2019 10:00;50;6154;6,154;36310;36,31;0,631;0,05;0,681;0,12258
15/01/2019 11:00;45;5667;5,667;31003;31,003;0,775;0,054;0,829;0,14922
15/01/2019 12:00;40;5046;5,046;25414;25,414;0,838;0,057;0,895;0,1611
15/01/2019 13:00;35;4382;4,382;20056;20,056;0,816;0,057;0,873;0,15714
15/01/2019 14:00;36;3834;3,834;15838;15,838;0,712;0,054;0,766;0,13788
15/01/2019 15:00;36;3508;3,508;13556;13,556;0,525;0,049;0,574;0,10332
15/01/2019 16:00;36;3332;3,332;12324;12,324;0,26;0,038;0,298;0,05364
15/01/2019 17:00;35;2884;2,884;9420;9,42;0,016;0,005;0,021;0,00378
15/01/2019 18:00;40;2373;2,373;6865;6,865;0;0;0;0
15/01/2019 19:00;47;2399;2,399;6995;6,995;0;0;0;0
15/01/2019 20:00;50;2766;2,766;8830;8,83;0;0;0;0
15/01/2019 21:00;47;3239;3,239;11673;11,673;0;0;0;0
15/01/2019 22:00;40;3660;3,66;14620;14,62;0;0;0;0
15/01/2019 23:00;35;4063;4,063;17504;17,504;0;0;0;0
16/01/2019 00:00;28;4389;4,389;20112;20,112;0;0;0;0
16/01/2019 01:00;30;4507;4,507;21056;21,056;0;0;0;0
16/01/2019 02:00;30;4517;4,517;21136;21,136;0;0;0;0
16/01/2019 03:00;30;4411;4,411;20288;20,288;0;0;0;0
16/01/2019 04:00;30;4356;4,356;19848;19,848;0;0;0;0
16/01/2019 05:00;30;4278;4,278;19224;19,224;0;0;0;0
16/01/2019 06:00;33;4298;4,298;19384;19,384;0;0;0;0
16/01/2019 07:00;35;4238;4,238;18904;18,904;0;0;0;0
16/01/2019 08:00;40;4033;4,033;17264;17,264;0,049;0,02;0,069;0,01242
16/01/2019 09:00;45;4020;4,02;17160;17,16;0,181;0,074;0,255;0,0459
16/01/2019 10:00;50;3964;3,964;16748;16,748;0,376;0,099;0,475;0,0855
16/01/2019 11:00;45;4318;4,318;19544;19,544;0,487;0,113;0,6;0,108
