date_heure;Puissance Consume (kW);col 1 ;Vitesse du Vent (ms);col 2 ;power_kW_calculated Eolienne2;irradiance direct;irradiance difuse;irradiance total ;Puissance PV kW
01/10/2019 22:00;47;6743;6,743;45145;45,145;0;0;0;0
01/10/2019 23:00;40;7352;7,352;53928;53,928;0;0;0;0
02/10/2019 00:00;35;7938;7,938;62132;62,132;0;0;0;0
02/10/2019 01:00;28;8235;8,235;66995;66,995;0;0;0;0
02/10/2019 02:00;30;8472;8,472;71024;71,024;0;0;0;0
02/10/2019 03:00;30;8664;8,664;74288;74,288;0;0;0;0
02/10/2019 04:00;30;8816;8,816;76872;76,872;0;0;0;0
02/10/2019 05:00;30;8689;8,689;74713;74,713;0;0;0;0
02/10/2019 06:00;30;8279;8,279;67743;67,743;0;0;0;0
02/10/2019 07:00;33;7913;7,913;61782;61,782;0;0;0;0
02/10/2019 08:00;35;7631;7,631;57834;57,834;0,032;0,035;0,067;0,01206
02/10/2019 09:00;40;7856;7,856;60984;60,984;0,207;0,078;0,285;0,0513
02/10/2019 10:00;45;8893;8,893;78181;78,181;0,449;0,09;0,539;0,09702
02/10/2019 11:00;50;9275;9,275;85500;85,5;0,647;0,098;0,745;0,1341
02/10/2019 12:00;45;9720;9,72;94400;94,4;0,757;0,109;0,866;0,15588
02/10/2019 13:00;40;10305;10,305;100000;100;0,841;0,108;0,949;0,17082
02/10/2019 14:00;35;10904;10,904;100000;100;0,841;0,105;0,946;0,17028
02/10/2019 15:00;36;11312;11,312;100000;100;0,756;0,1;0,856;0,15408
02/10/2019 16:00;36;11497;11,497;100000;100;0,595;0,094;0,689;0,12402
02/10/2019 17:00;36;11432;11,432;100000;100;0,377;0,086;0,463;0,08334
02/10/2019 18:00;35;11035;11,035;100000;100;0,154;0,066;0,22;0,0396
02/10/2019 19:00;40;10346;10,346;100000;100;0,007;0,013;0,02;0,0036
02/10/2019 20:00;47;10053;10,053;100000;100;0;0;0;0
02/10/2019 21:00;50;10041;10,041;100000;100;0;0;0;0
02/10/2019 22:00;47;10004;10,004;100000;100;0;0;0;0
02/10/2019 23:00;40;9779;9,779;95580;95,58;0;0;0;0
03/10/2019 00:00;35;9410;9,41;88200;88,2;0;0;0;0
03/10/2019 01:00;28;9066;9,066;81320;81,32;0;0;0;0
03/10/2019 02:00;30;8695;8,695;74815;74,815;0;0;0;0
03/10/2019 03:00;30;8487;8,487;71279;71,279;0;0;0;0
03/10/2019 04:00;30;8208;8,208;66536;66,536;0;0;0;0
03/10/2019 05:00;30;8166;8,166;65822;65,822;0;0;0;0
03/10/2019 06:00;30;7937;7,937;62118;62,118;0;0;0;0
03/10/2019 07:00;33;7990;7,99;62860;62,86;0;0;0;0
03/10/2019 08:00;35;8068;8,068;64156;64,156;0,004;0,025;0,029;0,00522
03/10/2019 09:00;40;8279;8,279;67743;67,743;0,022;0,093;0,115;0,0207
03/10/2019 10:00;45;8771;8,771;76107;76,107;0,069;0,165;0,234;0,04212
03/10/2019 11:00;50;9224;9,224;84480;84,48;0,179;0,217;0,396;0,07128
03/10/2019 12:00;45;9150;9,15;83000;83;0,401;0,212;0,613;0,11034
03/10/2019 13:00;40;8768;8,768;76056;76,056;0,703;0,152;0,855;0,1539
03/10/2019 14:00;35;8383;8,383;69511;69,511;0,849;0,111;0,96;0,1728
03/10/2019 15:00;36;8061;8,061;64037;64,037;0,801;0,098;0,899;0,16182
03/10/2019 16:00;36;7781;7,781;59934;59,934;0,573;0,106;0,679;0,12222
03/10/2019 17:00;36;7441;7,441;55174;55,174;0,282;0,114;0,396;0,07128
03/10/2019 18:00;35;6917;6,917;47755;47,755;0,113;0,075;0,188;0,03384
03/10/2019 19:00;40;6381;6,381;39715;39,715;0,007;0,013;0,02;0,0036
03/10/2019 20:00;47;6078;6,078;35170;35,17;0;0;0;0
03/10/2019 21:00;50;6029;6,029;34435;34,435;0;0;0;0
03/10/2019 22:00;47;6135;6,135;36025;36,025;0;0;0;0
03/10/2019 23:00;40;6186;6,186;36790;36,79;0;0;0;0
04/10/2019 00:00;35;6134;6,134;36010;36,01;0;0;0;0
04/10/2019 01:00;28;6032;6,032;34480;34,48;0;0;0;0
04/10/2019 02:00;30;5965;5,965;33685;33,685;0;0;0;0
04/10/2019 03:00;30;6004;6,004;34060;34,06;0;0;0;0
04/10/2019 04:00;30;6058;6,058;34870;34,87;0;0;0;0
04/10/2019 05:00;30;5987;5,987;33883;33,883;0;0;0;0
04/10/2019 06:00;30;5935;5,935;33415;33,415;0;0;0;0
04/10/2019 07:00;33;5947;5,947;33523;33,523;0;0;0;0
04/10/2019 08:00;35;5796;5,796;32164;32,164;0,052;0,028;0,08;0,0144
04/10/2019 09:00;40;5421;5,421;28789;28,789;0,237;0,071;0,308;0,05544
04/10/2019 10:00;45;5624;5,624;30616;30,616;0,429;0,097;0,526;0,09468
04/10/2019 11:00;50;5696;5,696;31264;31,264;0,519;0,133;0,652;0,11736
04/10/2019 12:00;45;5588;5,588;30292;30,292;0,566;0,164;0,73;0,1314
04/10/2019 13:00;40;5465;5,465;29185;29,185;0,538;0,19;0,728;0,13104
04/10/2019 14:00;35;5313;5,313;27817;27,817;0,537;0,188;0,725;0,1305
04/10/2019 15:00;36;4978;4,978;24824;24,824;0,447;0,187;0,634;0,11412
04/10/2019 16:00;36;4583;4,583;21664;21,664;0,209;0,193;0,402;0,07236
04/10/2019 17:00;36;4552;4,552;21416;21,416;0,061;0,14;0,201;0,03618
04/10/2019 18:00;35;4675;4,675;22400;22,4;0,027;0,074;0,101;0,01818
04/10/2019 19:00;40;4595;4,595;21760;21,76;0,002;0,01;0,012;0,00216
04/10/2019 20:00;47;4925;4,925;24400;24,4;0;0;0;0
04/10/2019 21:00;50;5649;5,649;30841;30,841;0;0;0;0
04/10/2019 22:00;47;6161;6,161;36415;36,415;0;0;0;0
04/10/2019 23:00;40;6151;6,151;36265;36,265;0;0;0;0
05/10/2019 00:00;35;6220;6,22;37300;37,3;0;0;0;0
05/10/2019 01:00;28;6597;6,597;42955;42,955;0;0;0;0
05/10/2019 02:00;30;6814;6,814;46210;46,21;0;0;0;0
05/10/2019 03:00;30;6893;6,893;47395;47,395;0;0;0;0
05/10/2019 04:00;30;7054;7,054;49756;49,756;0;0;0;0
05/10/2019 05:00;30;7149;7,149;51086;51,086;0;0;0;0
05/10/2019 06:00;30;7156;7,156;51184;51,184;0;0;0;0
05/10/2019 07:00;33;7191;7,191;51674;51,674;0;0;0;0
05/10/2019 08:00;35;7106;7,106;50484;50,484;0,041;0,026;0,067;0,01206
05/10/2019 09:00;40;7573;7,573;57022;57,022;0,226;0,067;0,293;0,05274
05/10/2019 10:00;45;8124;8,124;65108;65,108;0,498;0,072;0,57;0,1026
05/10/2019 11:00;50;8082;8,082;64394;64,394;0,701;0,079;0,78;0,1404
05/10/2019 12:00;45;7870;7,87;61180;61,18;0,838;0,084;0,922;0,16596
05/10/2019 13:00;40;7644;7,644;58016;58,016;0,904;0,087;0,991;0,17838
05/10/2019 14:00;35;7485;7,485;55790;55,79;0,891;0,087;0,978;0,17604
05/10/2019 15:00;36;7323;7,323;53522;53,522;0,803;0,083;0,886;0,15948
05/10/2019 16:00;36;7108;7,108;50512;50,512;0,646;0,076;0,722;0,12996
05/10/2019 17:00;36;6911;6,911;47665;47,665;0,433;0,066;0,499;0,08982
05/10/2019 18:00;35;6651;6,651;43765;43,765;0,192;0,051;0,243;0,04374
05/10/2019 19:00;40;6208;6,208;37120;37,12;0,008;0,01;0,018;0,00324
05/10/2019 20:00;47;5790;5,79;32110;32,11;0;0;0;0
05/10/2019 21:00;50;5648;5,648;30832;30,832;0;0;0;0
05/10/2019 22:00;47;5873;5,873;32857;32,857;0;0;0;0
05/10/2019 23:00;40;6042;6,042;34630;34,63;0;0;0;0
06/10/2019 00:00;35;6113;6,113;35695;35,695;0;0;0;0
06/10/2019 01:00;28;6198;6,198;36970;36,97;0;0;0;0
06/10/2019 02:00;30;6289;6,289;38335;38,335;0;0;0;0
06/10/2019 03:00;30;6327;6,327;38905;38,905;0;0;0;0
06/10/2019 04:00;30;6373;6,373;39595;39,595;0;0;0;0
06/10/2019 05:00;30;6362;6,362;39430;39,43;0;0;0;0
06/10/2019 06:00;30;6310;6,31;38650;38,65;0;0;0;0
06/10/2019 07:00;33;6303;6,303;38545;38,545;0;0;0;0
06/10/2019 08:00;35;6234;6,234;37510;37,51;0,04;0,027;0,067;0,01206
06/10/2019 09:00;40;5876;5,876;32884;32,884;0,222;0,074;0,296;0,05328
06/10/2019 10:00;45;6737;6,737;45055;45,055;0,442;0,097;0,539;0,09702
06/10/2019 11:00;50;7312;7,312;53368;53,368;0,372;0,178;0,55;0,099
06/10/2019 12:00;45;7536;7,536;56504;56,504;0,103;0,242;0,345;0,0621
06/10/2019 13:00;40;7428;7,428;54992;54,992;0,053;0,232;0,285;0,0513
06/10/2019 14:00;35;7221;7,221;52094;52,094;0,073;0,241;0,314;0,05652
06/10/2019 15:00;36;7211;7,211;51954;51,954;0,276;0,229;0,505;0,0909
06/10/2019 16:00;36;7238;7,238;52332;52,332;0,474;0,134;0,608;0,10944
06/10/2019 17:00;36;7378;7,378;54292;54,292;0,284;0,115;0,399;0,07182
06/10/2019 18:00;35;6928;6,928;47920;47,92;0,039;0,073;0,112;0,02016
06/10/2019 19:00;40;6620;6,62;43300;43,3;0,002;0,009;0,011;0,00198
06/10/2019 20:00;47;7205;7,205;51870;51,87;0;0;0;0
06/10/2019 21:00;50;8448;8,448;70616;70,616;0;0;0;0
06/10/2019 22:00;47;9049;9,049;80980;80,98;0;0;0;0
06/10/2019 23:00;40;9288;9,288;85760;85,76;0;0;0;0
07/10/2019 00:00;35;9560;9,56;91200;91,2;0;0;0;0
07/10/2019 01:00;28;10106;10,106;100000;100;0;0;0;0
07/10/2019 02:00;30;10301;10,301;100000;100;0;0;0;0
07/10/2019 03:00;30;10153;10,153;100000;100;0;0;0;0
07/10/2019 04:00;30;9937;9,937;98740;98,74;0;0;0;0
07/10/2019 05:00;30;9831;9,831;96620;96,62;0;0;0;0
07/10/2019 06:00;30;9871;9,871;97420;97,42;0;0;0;0
07/10/2019 07:00;33;9750;9,75;95000;95;0;0;0;0
07/10/2019 08:00;35;9693;9,693;93860;93,86;0,005;0,022;0,027;0,00486
07/10/2019 09:00;40;9880;9,88;97600;97,6;0,019;0,084;0,103;0,01854
07/10/2019 10:00;45;10320;10,32;100000;100;0,072;0,161;0,233;0,04194
07/10/2019 11:00;50;10926;10,926;100000;100;0,221;0,211;0,432;0,07776
07/10/2019 12:00;45;11200;11,2;100000;100;0,297;0,234;0,531;0,09558
07/10/2019 13:00;40;11136;11,136;100000;100;0,367;0,245;0,612;0,11016
07/10/2019 14:00;35;10791;10,791;100000;100;0,17;0,261;0,431;0,07758
07/10/2019 15:00;36;10534;10,534;100000;100;0,174;0,237;0,411;0,07398
07/10/2019 16:00;36;10349;10,349;100000;100;0,373;0,159;0,532;0,09576
07/10/2019 17:00;36;9991;9,991;99820;99,82;0,357;0,096;0,453;0,08154
07/10/2019 18:00;35;9117;9,117;82340;82,34;0,128;0,068;0,196;0,03528
07/10/2019 19:00;40;8335;8,335;68695;68,695;0,004;0,009;0,013;0,00234
07/10/2019 20:00;47;8004;8,004;63068;63,068;0;0;0;0
07/10/2019 21:00;50;7682;7,682;58548;58,548;0;0;0;0
07/10/2019 22:00;47;7264;7,264;52696;52,696;0;0;0;0
07/10/2019 23:00;40;6860;6,86;46900;46,9;0;0;0;0
08/10/2019 00:00;35;6475;6,475;41125;41,125;0;0;0;0
08/10/2019 01:00;28;6114;6,114;35710;35,71;0;0;0;0
08/10/2019 02:00;30;5774;5,774;31966;31,966;0;0;0;0
08/10/2019 03:00;30;5576;5,576;30184;30,184;0;0;0;0
08/10/2019 04:00;30;5360;5,36;28240;28,24;0;0;0;0
08/10/2019 05:00;30;5178;5,178;26602;26,602;0;0;0;0
08/10/2019 06:00;30;5032;5,032;25288;25,288;0;0;0;0
08/10/2019 07:00;33;4878;4,878;24024;24,024;0;0;0;0
08/10/2019 08:00;35;4639;4,639;22112;22,112;0,046;0,021;0,067;0,01206
08/10/2019 09:00;40;3827;3,827;15789;15,789;0,251;0,058;0,309;0,05562
08/10/2019 10:00;45;3107;3,107;10749;10,749;0,49;0,071;0,561;0,10098
08/10/2019 11:00;50;2273;2,273;6365;6,365;0,684;0,081;0,765;0,1377
08/10/2019 12:00;45;2156;2,156;5780;5,78;0,817;0,088;0,905;0,1629
08/10/2019 13:00;40;2994;2,994;9970;9,97;0,877;0,092;0,969;0,17442
08/10/2019 14:00;35;3912;3,912;16384;16,384;0,862;0,092;0,954;0,17172
08/10/2019 15:00;36;4365;4,365;19920;19,92;0,761;0,091;0,852;0,15336
08/10/2019 16:00;36;4652;4,652;22216;22,216;0,543;0,098;0,641;0,11538
08/10/2019 17:00;36;4655;4,655;22240;22,24;0,323;0,09;0,413;0,07434
08/10/2019 18:00;35;4648;4,648;22184;22,184;0,144;0,058;0,202;0,03636
08/10/2019 19:00;40;4465;4,465;20720;20,72;0,004;0,007;0,011;0,00198
08/10/2019 20:00;47;3843;3,843;15901;15,901;0;0;0;0
08/10/2019 21:00;50;3319;3,319;12233;12,233;0;0;0;0
08/10/2019 22:00;47;3019;3,019;10133;10,133;0;0;0;0
08/10/2019 23:00;40;3279;3,279;11953;11,953;0;0;0;0
09/10/2019 00:00;35;4143;4,143;18144;18,144;0;0;0;0
09/10/2019 01:00;28;4692;4,692;22536;22,536;0;0;0;0
09/10/2019 02:00;30;4770;4,77;23160;23,16;0;0;0;0
09/10/2019 03:00;30;4862;4,862;23896;23,896;0;0;0;0
09/10/2019 04:00;30;4923;4,923;24384;24,384;0;0;0;0
09/10/2019 05:00;30;4894;4,894;24152;24,152;0;0;0;0
09/10/2019 06:00;30;4909;4,909;24272;24,272;0;0;0;0
09/10/2019 07:00;33;5075;5,075;25675;25,675;0;0;0;0
09/10/2019 08:00;35;5268;5,268;27412;27,412;0,016;0,023;0,039;0,00702
09/10/2019 09:00;40;5299;5,299;27691;27,691;0,131;0,089;0,22;0,0396
09/10/2019 10:00;45;5699;5,699;31291;31,291;0,323;0,121;0,444;0,07992
09/10/2019 11:00;50;5687;5,687;31183;31,183;0,519;0,133;0,652;0,11736
09/10/2019 12:00;45;5681;5,681;31129;31,129;0,524;0,174;0,698;0,12564
09/10/2019 13:00;40;5952;5,952;33568;33,568;0,393;0,228;0,621;0,11178
09/10/2019 14:00;35;6500;6,5;41500;41,5;0,233;0,253;0,486;0,08748
09/10/2019 15:00;36;6775;6,775;45625;45,625;0,187;0,236;0,423;0,07614
09/10/2019 16:00;36;6801;6,801;46015;46,015;0,149;0,196;0,345;0,0621
09/10/2019 17:00;36;6653;6,653;43795;43,795;0,1;0,141;0,241;0,04338
09/10/2019 18:00;35;6404;6,404;40060;40,06;0,031;0,068;0,099;0,01782
09/10/2019 19:00;40;5945;5,945;33505;33,505;0,001;0,005;0,006;0,00108
09/10/2019 20:00;47;5598;5,598;30382;30,382;0;0;0;0
09/10/2019 21:00;50;5583;5,583;30247;30,247;0;0;0;0
09/10/2019 22:00;47;5803;5,803;32227;32,227;0;0;0;0
09/10/2019 23:00;40;6044;6,044;34660;34,66;0;0;0;0
10/10/2019 00:00;35;6145;6,145;36175;36,175;0;0;0;0
10/10/2019 01:00;28;6034;6,034;34510;34,51;0;0;0;0
10/10/2019 02:00;30;5834;5,834;32506;32,506;0;0;0;0
10/10/2019 03:00;30;5733;5,733;31597;31,597;0;0;0;0
10/10/2019 04:00;30;5821;5,821;32389;32,389;0;0;0;0
10/10/2019 05:00;30;5836;5,836;32524;32,524;0;0;0;0
10/10/2019 06:00;30;5849;5,849;32641;32,641;0;0;0;0
10/10/2019 07:00;33;5853;5,853;32677;32,677;0;0;0;0
10/10/2019 08:00;35;5771;5,771;31939;31,939;0,02;0,021;0,041;0,00738
10/10/2019 09:00;40;5870;5,87;32830;32,83;0,131;0,082;0,213;0,03834
10/10/2019 10:00;45;6401;6,401;40015;40,015;0,285;0,118;0,403;0,07254
10/10/2019 11:00;50;6398;6,398;39970;39,97;0,545;0,113;0,658;0,11844
10/10/2019 12:00;45;6186;6,186;36790;36,79;0,743;0,104;0,847;0,15246
10/10/2019 13:00;40;5849;5,849;32641;32,641;0,836;0,1;0,936;0,16848
10/10/2019 14:00;35;5570;5,57;30130;30,13;0,857;0,093;0,95;0,171
10/10/2019 15:00;36;5358;5,358;28222;28,222;0,781;0,087;0,868;0,15624
10/10/2019 16:00;36;5172;5,172;26548;26,548;0,628;0,079;0,707;0,12726
10/10/2019 17:00;36;4975;4,975;24800;24,8;0,413;0,069;0,482;0,08676
10/10/2019 18:00;35;4765;4,765;23120;23,12;0,175;0,05;0,225;0,0405
10/10/2019 19:00;40;4571;4,571;21568;21,568;0,004;0,006;0,01;0,0018
10/10/2019 20:00;47;4108;4,108;17864;17,864;0;0;0;0
10/10/2019 21:00;50;3746;3,746;15222;15,222;0;0;0;0
10/10/2019 22:00;47;3806;3,806;15642;15,642;0;0;0;0
10/10/2019 23:00;40;3782;3,782;15474;15,474;0;0;0;0
11/10/2019 00:00;35;3612;3,612;14284;14,284;0;0;0;0
11/10/2019 01:00;28;3433;3,433;13031;13,031;0;0;0;0
11/10/2019 02:00;30;3353;3,353;12471;12,471;0;0;0;0
11/10/2019 03:00;30;3271;3,271;11897;11,897;0;0;0;0
11/10/2019 04:00;30;3190;3,19;11330;11,33;0;0;0;0
11/10/2019 05:00;30;3281;3,281;11967;11,967;0;0;0;0
11/10/2019 06:00;30;3541;3,541;13787;13,787;0;0;0;0
11/10/2019 07:00;33;3872;3,872;16104;16,104;0;0;0;0
11/10/2019 08:00;35;4183;4,183;18464;18,464;0,038;0,018;0,056;0,01008
11/10/2019 09:00;40;4211;4,211;18688;18,688;0,235;0,058;0,293;0,05274
11/10/2019 10:00;45;4756;4,756;23048;23,048;0,472;0,073;0,545;0,0981
11/10/2019 11:00;50;5050;5,05;25450;25,45;0,664;0,084;0,748;0,13464
11/10/2019 12:00;45;5062;5,062;25558;25,558;0,768;0,097;0,865;0,1557
11/10/2019 13:00;40;5030;5,03;25270;25,27;0,817;0,103;0,92;0,1656
11/10/2019 14:00;35;5278;5,278;27502;27,502;0,806;0,103;0,909;0,16362
11/10/2019 15:00;36;5820;5,82;32380;32,38;0,712;0,1;0,812;0,14616
11/10/2019 16:00;36;6123;6,123;35845;35,845;0,547;0,095;0,642;0,11556
11/10/2019 17:00;36;6321;6,321;38815;38,815;0,335;0,085;0,42;0,0756
11/10/2019 18:00;35;6457;6,457;40855;40,855;0,113;0,059;0,172;0,03096
11/10/2019 19:00;40;6171;6,171;36565;36,565;0,002;0,005;0,007;0,00126
11/10/2019 20:00;47;6032;6,032;34480;34,48;0;0;0;0
11/10/2019 21:00;50;6131;6,131;35965;35,965;0;0;0;0
11/10/2019 22:00;47;6294;6,294;38410;38,41;0;0;0;0
11/10/2019 23:00;40;6435;6,435;40525;40,525;0;0;0;0
12/10/2019 00:00;35;6375;6,375;39625;39,625;0;0;0;0
12/10/2019 01:00;28;6437;6,437;40555;40,555;0;0;0;0
12/10/2019 02:00;30;6549;6,549;42235;42,235;0;0;0;0
12/10/2019 03:00;30;6659;6,659;43885;43,885;0;0;0;0
12/10/2019 04:00;30;6759;6,759;45385;45,385;0;0;0;0
12/10/2019 05:00;30;6941;6,941;48115;48,115;0;0;0;0
12/10/2019 06:00;30;7153;7,153;51142;51,142;0;0;0;0
12/10/2019 07:00;33;7229;7,229;52206;52,206;0;0;0;0
12/10/2019 08:00;35;7129;7,129;50806;50,806;0,002;0,014;0,016;0,00288
12/10/2019 09:00;40;6903;6,903;47545;47,545;0,004;0,052;0,056;0,01008
12/10/2019 10:00;45;6907;6,907;47605;47,605;0,015;0,114;0,129;0,02322
12/10/2019 11:00;50;7327;7,327;53578;53,578;0,061;0,202;0,263;0,04734
12/10/2019 12:00;45;7362;7,362;54068;54,068;0,119;0,249;0,368;0,06624
12/10/2019 13:00;40;7246;7,246;52444;52,444;0,212;0,265;0,477;0,08586
12/10/2019 14:00;35;7314;7,314;53396;53,396;0,36;0,239;0,599;0,10782
12/10/2019 15:00;36;7447;7,447;55258;55,258;0,334;0,215;0,549;0,09882
12/10/2019 16:00;36;7704;7,704;58856;58,856;0,241;0,184;0,425;0,0765
12/10/2019 17:00;36;7967;7,967;62538;62,538;0,197;0,13;0,327;0,05886
12/10/2019 18:00;35;7916;7,916;61824;61,824;0,054;0,069;0,123;0,02214
12/10/2019 19:00;40;7709;7,709;58926;58,926;0;0,003;0,003;0,00054
12/10/2019 20:00;47;7602;7,602;57428;57,428;0;0;0;0
12/10/2019 21:00;50;7415;7,415;54810;54,81;0;0;0;0
12/10/2019 22:00;47;7291;7,291;53074;53,074;0;0;0;0
12/10/2019 23:00;40;7188;7,188;51632;51,632;0;0;0;0
13/10/2019 00:00;35;7104;7,104;50456;50,456;0;0;0;0
13/10/2019 01:00;28;7080;7,08;50120;50,12;0;0;0;0
13/10/2019 02:00;30;7002;7,002;49028;49,028;0;0;0;0
13/10/2019 03:00;30;6939;6,939;48085;48,085;0;0;0;0
13/10/2019 04:00;30;6974;6,974;48610;48,61;0;0;0;0
13/10/2019 05:00;30;7054;7,054;49756;49,756;0;0;0;0
13/10/2019 06:00;30;7153;7,153;51142;51,142;0;0;0;0
13/10/2019 07:00;33;7190;7,19;51660;51,66;0;0;0;0
13/10/2019 08:00;35;7104;7,104;50456;50,456;0,008;0,016;0,024;0,00432
13/10/2019 09:00;40;7157;7,157;51198;51,198;0,096;0,083;0,179;0,03222
13/10/2019 10:00;45;7840;7,84;60760;60,76;0,307;0,113;0,42;0,0756
13/10/2019 11:00;50;8117;8,117;64989;64,989;0,536;0,116;0,652;0,11736
13/10/2019 12:00;45;8256;8,256;67352;67,352;0,682;0,119;0,801;0,14418
13/10/2019 13:00;40;8390;8,39;69630;69,63;0,761;0,118;0,879;0,15822
13/10/2019 14:00;35;8459;8,459;70803;70,803;0,759;0,116;0,875;0,1575
13/10/2019 15:00;36;8404;8,404;69868;69,868;0,661;0,114;0,775;0,1395
13/10/2019 16:00;36;8294;8,294;67998;67,998;0,502;0,107;0,609;0,10962
13/10/2019 17:00;36;8145;8,145;65465;65,465;0,321;0,089;0,41;0,0738
13/10/2019 18:00;35;7826;7,826;60564;60,564;0,102;0,059;0,161;0,02898
13/10/2019 19:00;40;7241;7,241;52374;52,374;0,001;0,004;0,005;0,0009
13/10/2019 20:00;47;7033;7,033;49462;49,462;0;0;0;0
13/10/2019 21:00;50;6830;6,83;46450;46,45;0;0;0;0
13/10/2019 22:00;47;6782;6,782;45730;45,73;0;0;0;0
13/10/2019 23:00;40;6733;6,733;44995;44,995;0;0;0;0
14/10/2019 00:00;35;6713;6,713;44695;44,695;0;0;0;0
14/10/2019 01:00;28;6651;6,651;43765;43,765;0;0;0;0
14/10/2019 02:00;30;6522;6,522;41830;41,83;0;0;0;0
14/10/2019 03:00;30;6443;6,443;40645;40,645;0;0;0;0
14/10/2019 04:00;30;6301;6,301;38515;38,515;0;0;0;0
14/10/2019 05:00;30;6195;6,195;36925;36,925;0;0;0;0
14/10/2019 06:00;30;6148;6,148;36220;36,22;0;0;0;0
14/10/2019 07:00;33;6189;6,189;36835;36,835;0;0;0;0
14/10/2019 08:00;35;6108;6,108;35620;35,62;0,006;0,015;0,021;0,00378
14/10/2019 09:00;40;6099;6,099;35485;35,485;0,058;0,09;0,148;0,02664
14/10/2019 10:00;45;6616;6,616;43240;43,24;0,266;0,134;0,4;0,072
14/10/2019 11:00;50;7047;7,047;49658;49,658;0,472;0,146;0,618;0,11124
14/10/2019 12:00;45;7505;7,505;56070;56,07;0,542;0,174;0,716;0,12888
14/10/2019 13:00;40;7944;7,944;62216;62,216;0,339;0,244;0,583;0,10494
14/10/2019 14:00;35;8177;8,177;66009;66,009;0,111;0,257;0,368;0,06624
14/10/2019 15:00;36;8186;8,186;66162;66,162;0,038;0,2;0,238;0,04284
14/10/2019 16:00;36;7892;7,892;61488;61,488;0,013;0,129;0,142;0,02556
14/10/2019 17:00;36;7320;7,32;53480;53,48;0,006;0,077;0,083;0,01494
14/10/2019 18:00;35;6957;6,957;48355;48,355;0,003;0,032;0,035;0,0063
14/10/2019 19:00;40;6873;6,873;47095;47,095;0;0,002;0,002;0,00036
14/10/2019 20:00;47;6709;6,709;44635;44,635;0;0;0;0
14/10/2019 21:00;50;6658;6,658;43870;43,87;0;0;0;0
14/10/2019 22:00;47;6629;6,629;43435;43,435;0;0;0;0
14/10/2019 23:00;40;6546;6,546;42190;42,19;0;0;0;0
15/10/2019 00:00;35;6408;6,408;40120;40,12;0;0;0;0
15/10/2019 01:00;28;5870;5,87;32830;32,83;0;0;0;0
15/10/2019 02:00;30;5392;5,392;28528;28,528;0;0;0;0
15/10/2019 03:00;30;5269;5,269;27421;27,421;0;0;0;0
15/10/2019 04:00;30;6311;6,311;38665;38,665;0;0;0;0
15/10/2019 05:00;30;8006;8,006;63102;63,102;0;0;0;0
15/10/2019 06:00;30;8533;8,533;72061;72,061;0;0;0;0
15/10/2019 07:00;33;8842;8,842;77314;77,314;0;0;0;0
15/10/2019 08:00;35;9072;9,072;81440;81,44;0,014;0,015;0,029;0,00522
15/10/2019 09:00;40;8965;8,965;79405;79,405;0,148;0,07;0,218;0,03924
15/10/2019 10:00;45;9320;9,32;86400;86,4;0,384;0,089;0,473;0,08514
15/10/2019 11:00;50;9837;9,837;96740;96,74;0,57;0,101;0,671;0,12078
15/10/2019 12:00;45;9642;9,642;92840;92,84;0,764;0,096;0,86;0,1548
15/10/2019 13:00;40;9094;9,094;81880;81,88;0,839;0,096;0,935;0,1683
15/10/2019 14:00;35;8462;8,462;70854;70,854;0,81;0,099;0,909;0,16362
15/10/2019 15:00;36;7823;7,823;60522;60,522;0,729;0,094;0,823;0,14814
15/10/2019 16:00;36;7138;7,138;50932;50,932;0,579;0,085;0,664;0,11952
15/10/2019 17:00;36;6495;6,495;41425;41,425;0,363;0,076;0,439;0,07902
15/10/2019 18:00;35;5600;5,6;30400;30,4;0,13;0,052;0,182;0,03276
15/10/2019 19:00;40;4987;4,987;24896;24,896;0,001;0,003;0,004;0,00072
15/10/2019 20:00;47;4387;4,387;20096;20,096;0;0;0;0
15/10/2019 21:00;50;4291;4,291;19328;19,328;0;0;0;0
15/10/2019 22:00;47;4280;4,28;19240;19,24;0;0;0;0
15/10/2019 23:00;40;4408;4,408;20264;20,264;0;0;0;0
16/10/2019 00:00;35;4309;4,309;19472;19,472;0;0;0;0
16/10/2019 01:00;28;4025;4,025;17200;17,2;0;0;0;0
16/10/2019 02:00;30;3668;3,668;14676;14,676;0;0;0;0
16/10/2019 03:00;30;3262;3,262;11834;11,834;0;0;0;0
16/10/2019 04:00;30;2874;2,874;9370;9,37;0;0;0;0
16/10/2019 05:00;30;2871;2,871;9355;9,355;0;0;0;0
16/10/2019 06:00;30;3077;3,077;10539;10,539;0;0;0;0
16/10/2019 07:00;33;3193;3,193;11351;11,351;0;0;0;0
16/10/2019 08:00;35;3293;3,293;12051;12,051;0,02;0,014;0,034;0,00612
16/10/2019 09:00;40;3170;3,17;11190;11,19;0,202;0,058;0,26;0,0468
16/10/2019 10:00;45;3227;3,227;11589;11,589;0,46;0,07;0,53;0,0954
16/10/2019 11:00;50;3264;3,264;11848;11,848;0,66;0,08;0,74;0,1332
16/10/2019 12:00;45;3212;3,212;11484;11,484;0,758;0,094;0,852;0,15336
16/10/2019 13:00;40;3200;3,2;11400;11,4;0,798;0,102;0,9;0,162
16/10/2019 14:00;35;3265;3,265;11855;11,855;0,789;0,101;0,89;0,1602
