local_time;wind_electricity_kW;wind_speed_m_s;solar_electricity_kW;solar_electricity_W;consommation_kW
01/01/2019 01:00;27.862;6505;0;0;30
01/01/2019 02:00;28.532;6560;0;0;30
01/01/2019 03:00;26.972;6430;0;0;30
01/01/2019 04:00;22.973;6076;0;0;30
01/01/2019 05:00;20.624;5862;0;0;33
01/01/2019 06:00;18.829;5686;0;0;35
01/01/2019 07:00;16.744;5467;0;0;40
01/01/2019 08:00;15.499;5334;1.513;27;45
01/01/2019 09:00;13.001;5034;14.101;246;50
01/01/2019 10:00;9.931;4633;23.34;406;45
01/01/2019 11:00;8.561;4443;28.785;501;40
01/01/2019 12:00;8.818;4482;30.993;539;35
01/01/2019 13:00;9.314;4555;30.325;527;36
01/01/2019 14:00;9.618;4598;26.683;464;36
01/01/2019 15:00;9.038;4514;20.043;349;36
01/01/2019 16:00;8.264;4388;9.231;161;35
01/01/2019 17:00;10.697;4748;0;0;40
01/01/2019 18:00;15.956;5385;0;0;47
01/01/2019 19:00;20.44;5844;0;0;50
01/01/2019 20:00;24.866;6242;0;0;47
01/01/2019 21:00;28.791;6576;0;0;40
01/01/2019 22:00;32.646;6885;0;0;35
01/01/2019 23:00;37.355;7240;0;0;28
02/01/2019 00:00;40.731;7499;0;0;30
02/01/2019 01:00;44.206;7752;0;0;30
02/01/2019 02:00;46.022;7886;0;0;30
02/01/2019 03:00;45.391;7840;0;0;30
02/01/2019 04:00;48.389;8049;0;0;30
02/01/2019 05:00;49.797;8154;0;0;33
02/01/2019 06:00;50.104;8182;0;0;35
02/01/2019 07:00;50.32;8198;0;0;40
02/01/2019 08:00;51.032;8250;1.803;32;45
02/01/2019 09:00;52.534;8350;15.384;269;50
02/01/2019 10:00;55.644;8583;25.12;438;45
02/01/2019 11:00;54.949;8529;30.932;538;40
02/01/2019 12:00;53.363;8415;33.942;590;35
02/01/2019 13:00;51.495;8277;32.774;570;36
02/01/2019 14:00;49.385;8126;30.54;531;36
02/01/2019 15:00;45.942;7879;24.072;420;36
02/01/2019 16:00;42.406;7616;12.074;211;35
02/01/2019 17:00;45.081;7817;0;0;40
02/01/2019 18:00;46.355;7909;0;0;47
02/01/2019 19:00;46.234;7896;0;0;50
02/01/2019 20:00;46.63;7924;0;0;47
02/01/2019 21:00;46.771;7940;0;0;40
02/01/2019 22:00;44.804;7797;0;0;35
02/01/2019 23:00;42.731;7638;0;0;28
03/01/2019 00:00;40.9;7506;0;0;30
03/01/2019 01:00;38.566;7338;0;0;30
03/01/2019 02:00;36.164;7159;0;0;30
03/01/2019 03:00;34.325;7018;0;0;30
03/01/2019 04:00;32.867;6907;0;0;30
03/01/2019 05:00;31.042;6754;0;0;33
03/01/2019 06:00;29.573;6645;0;0;35
03/01/2019 07:00;27.959;6513;0;0;40
03/01/2019 08:00;27.907;6509;2.751;49;45
03/01/2019 09:00;22.744;6059;18.932;331;50
03/01/2019 10:00;17.752;5566;28.62;499;45
03/01/2019 11:00;22.265;6008;34.108;593;40
03/01/2019 12:00;24.524;6212;36.319;631;35
03/01/2019 13:00;25.292;6287;35.481;617;36
03/01/2019 14:00;24.87;6248;31.616;550;36
03/01/2019 15:00;21.676;5952;24.162;421;36
03/01/2019 16:00;18.649;5667;12.003;210;35
03/01/2019 17:00;22.305;6014;0;0;40
03/01/2019 18:00;27.799;6494;0;0;47
03/01/2019 19:00;27.533;6474;0;0;50
03/01/2019 20:00;27.44;6465;0;0;47
03/01/2019 21:00;27.875;6506;0;0;40
03/01/2019 22:00;28.976;6593;0;0;35
03/01/2019 23:00;28.995;6594;0;0;28
04/01/2019 00:00;28.062;6522;0;0;30
04/01/2019 01:00;28.025;6518;0;0;30
04/01/2019 02:00;28.722;6573;0;0;30
04/01/2019 03:00;29.135;6606;0;0;30
04/01/2019 04:00;27.8;6496;0;0;30
04/01/2019 05:00;25.904;6332;0;0;33
04/01/2019 06:00;25.384;6295;0;0;35
04/01/2019 07:00;25.909;6339;0;0;40
04/01/2019 08:00;25.436;6299;2.5;44;45
04/01/2019 09:00;18.976;5695;16.742;293;50
04/01/2019 10:00;12.345;4962;26.38;460;45
04/01/2019 11:00;14.443;5215;32.992;574;40
04/01/2019 12:00;16.257;5417;35.711;621;35
04/01/2019 13:00;16.743;5465;34.469;599;36
04/01/2019 14:00;16.238;5415;29.749;518;36
04/01/2019 15:00;12.595;4994;18.501;322;36
04/01/2019 16:00;10.296;4693;5.465;95;35
04/01/2019 17:00;13.546;5109;0;0;40
04/01/2019 18:00;17.542;5545;0;0;47
04/01/2019 19:00;19.829;5778;0;0;50
04/01/2019 20:00;21.979;5982;0;0;47
04/01/2019 21:00;23.484;6127;0;0;40
04/01/2019 22:00;24.866;6243;0;0;35
04/01/2019 23:00;27.981;6515;0;0;28
05/01/2019 00:00;31.3;6784;0;0;30
05/01/2019 01:00;34.546;7037;0;0;30
05/01/2019 02:00;35.241;7089;0;0;30
05/01/2019 03:00;36.955;7220;0;0;30
05/01/2019 04:00;38.562;7332;0;0;30
05/01/2019 05:00;41.699;7571;0;0;33
05/01/2019 06:00;43.972;7733;0;0;35
05/01/2019 07:00;44.956;7808;0;0;40
05/01/2019 08:00;45.664;7852;2.781;49;45
05/01/2019 09:00;42.231;7608;18.675;326;50
05/01/2019 10:00;42.942;7652;28.121;490;45
05/01/2019 11:00;53.757;8442;33.265;579;40
05/01/2019 12:00;60.337;8947;35.158;611;35
05/01/2019 13:00;62.837;9142;33.937;590;36
05/01/2019 14:00;62.423;9110;29.912;520;36
05/01/2019 15:00;59.518;8883;22.368;390;36
05/01/2019 16:00;58.955;8830;10.38;182;35
05/01/2019 17:00;58.865;8827;0;0;40
05/01/2019 18:00;60.3;8944;0;0;47
05/01/2019 19:00;61.472;9028;0;0;50
05/01/2019 20:00;60.144;8932;0;0;47
05/01/2019 21:00;61.477;9028;0;0;40
05/01/2019 22:00;62.166;9090;0;0;35
05/01/2019 23:00;63.467;9187;0;0;28
06/01/2019 00:00;64.463;9275;0;0;30
06/01/2019 01:00;63.995;9233;0;0;30
06/01/2019 02:00;63.348;9182;0;0;30
06/01/2019 03:00;62.554;9121;0;0;30
06/01/2019 04:00;61.279;9012;0;0;30
06/01/2019 05:00;59.515;8883;0;0;33
06/01/2019 06:00;57.135;8701;0;0;35
06/01/2019 07:00;54.703;8510;0;0;40
06/01/2019 08:00;54.434;8494;2.767;49;45
06/01/2019 09:00;51.032;8247;17.939;313;50
06/01/2019 10:00;47.765;8006;27.624;481;45
06/01/2019 11:00;51.579;8287;34.293;597;40
06/01/2019 12:00;56.189;8631;36.398;633;35
06/01/2019 13:00;58.561;8808;35.326;614;36
06/01/2019 14:00;59.032;8846;31.522;548;36
06/01/2019 15:00;55.426;8567;24.242;422;36
06/01/2019 16:00;51.58;8289;12.032;210;35
06/01/2019 17:00;53.486;8420;0;0;40
06/01/2019 18:00;52.535;8354;0;0;47
06/01/2019 19:00;51.579;8287;0;0;50
06/01/2019 20:00;52.005;8316;0;0;47
06/01/2019 21:00;52.015;8316;0;0;40
06/01/2019 22:00;51.141;8254;0;0;35
06/01/2019 23:00;48.724;8076;0;0;28
07/01/2019 00:00;47.877;8020;0;0;30
07/01/2019 01:00;46.94;7952;0;0;30
07/01/2019 02:00;45.666;7857;0;0;30
07/01/2019 03:00;43.795;7724;0;0;30
07/01/2019 04:00;42.032;7593;0;0;30
07/01/2019 05:00;40.727;7490;0;0;33
07/01/2019 06:00;39.778;7423;0;0;35
07/01/2019 07:00;39.506;7400;0;0;40
07/01/2019 08:00;39.644;7415;2.294;40;45
07/01/2019 09:00;36.798;7208;16.699;292;50
07/01/2019 10:00;41.405;7549;26.511;462;45
07/01/2019 11:00;43.608;7710;33.115;576;40
07/01/2019 12:00;42.406;7616;35.592;619;35
07/01/2019 13:00;43.181;7670;34.58;601;36
07/01/2019 14:00;43.855;7728;30.601;532;36
07/01/2019 15:00;42.505;7627;22.805;397;36
07/01/2019 16:00;36.554;7185;9.716;170;35
07/01/2019 17:00;34.358;7022;0;0;40
07/01/2019 18:00;32.771;6891;0;0;47
07/01/2019 19:00;32.519;6879;0;0;50
07/01/2019 20:00;32.789;6901;0;0;47
07/01/2019 21:00;33.655;6959;0;0;40
07/01/2019 22:00;34.062;6991;0;0;35
07/01/2019 23:00;34.911;7065;0;0;28
08/01/2019 00:00;35.501;7104;0;0;30
08/01/2019 01:00;35.957;7137;0;0;30
08/01/2019 02:00;37.623;7262;0;0;30
08/01/2019 03:00;38.012;7299;0;0;30
08/01/2019 04:00;38.834;7357;0;0;30
08/01/2019 05:00;40.728;7493;0;0;33
08/01/2019 06:00;41.482;7555;0;0;35
08/01/2019 07:00;41.405;7549;0;0;40
08/01/2019 08:00;41.293;7541;1.585;28;45
08/01/2019 09:00;38.252;7317;12.848;224;50
08/01/2019 10:00;44.426;7767;22.497;392;45
08/01/2019 11:00;51.032;8246;28.025;487;40
08/01/2019 12:00;54.434;8492;30.141;524;35
08/01/2019 13:00;54.434;8497;27.063;470;36
08/01/2019 14:00;55.797;8601;20.985;364;36
08/01/2019 15:00;55.691;8593;15.108;263;36
08/01/2019 16:00;55.827;8604;4.309;75;35
08/01/2019 17:00;56.169;8629;0;0;40
08/01/2019 18:00;60.124;8920;0;0;47
08/01/2019 19:00;65.312;9344;0;0;50
08/01/2019 20:00;72.212;9946;0;0;47
08/01/2019 21:00;73.533;10073;0;0;40
08/01/2019 22:00;74.671;10184;0;0;35
08/01/2019 23:00;76.743;10396;0;0;28
09/01/2019 00:00;76.903;10415;0;0;30
09/01/2019 01:00;76.308;10348;0;0;30
09/01/2019 02:00;75.975;10321;0;0;30
09/01/2019 03:00;76.993;10419;0;0;30
09/01/2019 04:00;78.742;10616;0;0;30
09/01/2019 05:00;77.19;10448;0;0;33
09/01/2019 06:00;76.242;10345;0;0;35
09/01/2019 07:00;75.645;10288;0;0;40
09/01/2019 08:00;73.883;10100;1.433;25;45
09/01/2019 09:00;73.833;10098;12.519;218;50
09/01/2019 10:00;75.893;10313;22.628;394;45
09/01/2019 11:00;78.255;10567;28.187;490;40
09/01/2019 12:00;82.434;11071;29.696;516;35
09/01/2019 13:00;83.88;11259;29.538;513;36
09/01/2019 14:00;83.092;11158;26.924;468;36
09/01/2019 15:00;80.766;10856;17.3;301;36
09/01/2019 16:00;75.304;10253;5.34;93;35
09/01/2019 17:00;75.133;10235;0;0;40
09/01/2019 18:00;77.907;10528;0;0;47
09/01/2019 19:00;78.035;10543;0;0;50
09/01/2019 20:00;78.384;10575;0;0;47
09/01/2019 21:00;75.404;10263;0;0;40
09/01/2019 22:00;73.672;10090;0;0;35
09/01/2019 23:00;69.982;9738;0;0;28
10/01/2019 00:00;66.578;9449;0;0;30
10/01/2019 01:00;63.595;9204;0;0;30
10/01/2019 02:00;61.024;8991;0;0;30
10/01/2019 03:00;59.368;8872;0;0;30
10/01/2019 04:00;59.107;8852;0;0;30
10/01/2019 05:00;62.906;9144;0;0;33
10/01/2019 06:00;65.648;9372;0;0;35
10/01/2019 07:00;68.591;9623;0;0;40
10/01/2019 08:00;69.915;9735;1.892;33;45
10/01/2019 09:00;73.991;10121;14.157;247;50
10/01/2019 10:00;76.66;10392;25.154;438;45
10/01/2019 11:00;76.155;10336;31.415;546;40
10/01/2019 12:00;74.79;10191;34.108;593;35
10/01/2019 13:00;72.689;9995;32.828;571;36
10/01/2019 14:00;69.019;9659;27.591;480;36
10/01/2019 15:00;65.122;9329;19.93;347;36
10/01/2019 16:00;60.229;8938;8.429;147;35
10/01/2019 17:00;55.595;8576;0;0;40
10/01/2019 18:00;55.213;8549;0;0;47
10/01/2019 19:00;53.946;8464;0;0;50
10/01/2019 20:00;52.787;8378;0;0;47
10/01/2019 21:00;52.535;8355;0;0;40
10/01/2019 22:00;50.726;8228;0;0;35
10/01/2019 23:00;51.179;8255;0;0;28
11/01/2019 00:00;50.918;8236;0;0;30
11/01/2019 01:00;50.657;8223;0;0;30
11/01/2019 02:00;49.007;8096;0;0;30
11/01/2019 03:00;49.691;8146;0;0;30
11/01/2019 04:00;50.217;8191;0;0;30
11/01/2019 05:00;51.306;8267;0;0;33
11/01/2019 06:00;51.853;8305;0;0;35
11/01/2019 07:00;52.667;8370;0;0;40
11/01/2019 08:00;52.262;8335;3.275;58;45
11/01/2019 09:00;55.242;8555;19.339;338;50
11/01/2019 10:00;58.298;8790;29.179;508;45
11/01/2019 11:00;60.64;8970;34.901;607;40
11/01/2019 12:00;64.619;9287;37.308;648;35
11/01/2019 13:00;66.57;9439;36.285;631;36
11/01/2019 14:00;66.816;9468;32.091;558;36
11/01/2019 15:00;64.408;9263;24.151;421;36
11/01/2019 16:00;60.117;8920;11.602;203;35
11/01/2019 17:00;57.76;8740;0;0;40
11/01/2019 18:00;57.461;8726;0;0;47
11/01/2019 19:00;58.036;8767;0;0;50
11/01/2019 20:00;57.751;8739;0;0;47
11/01/2019 21:00;56.191;8631;0;0;40
11/01/2019 22:00;52.545;8361;0;0;35
11/01/2019 23:00;50.317;8198;0;0;28
12/01/2019 00:00;49.622;8144;0;0;30
12/01/2019 01:00;47.871;8017;0;0;30
12/01/2019 02:00;46.713;7936;0;0;30
12/01/2019 03:00;46.196;7894;0;0;30
12/01/2019 04:00;46.127;7892;0;0;30
12/01/2019 05:00;44.57;7775;0;0;33
12/01/2019 06:00;42.707;7637;0;0;35
12/01/2019 07:00;39.576;7412;0;0;40
12/01/2019 08:00;37.086;7229;0.914;16;45
12/01/2019 09:00;35.609;7114;8.702;151;50
12/01/2019 10:00;39.778;7423;15.828;275;45
12/01/2019 11:00;41.002;7516;21.331;370;40
12/01/2019 12:00;41.546;7560;24.231;420;35
12/01/2019 13:00;43.189;7673;23.994;416;36
12/01/2019 14:00;44.151;7747;23.27;404;36
12/01/2019 15:00;43.328;7690;16.878;293;36
12/01/2019 16:00;38.564;7335;7.125;124;35
12/01/2019 17:00;38.401;7324;0;0;40
12/01/2019 18:00;38.622;7342;0;0;47
12/01/2019 19:00;38.977;7365;0;0;50
12/01/2019 20:00;40.088;7453;0;0;47
12/01/2019 21:00;40.729;7494;0;0;40
12/01/2019 22:00;44.665;7779;0;0;35
12/01/2019 23:00;47.427;7984;0;0;28
13/01/2019 00:00;48.986;8095;0;0;30
13/01/2019 01:00;49.385;8126;0;0;30
13/01/2019 02:00;50.867;8234;0;0;30
13/01/2019 03:00;53.757;8441;0;0;30
13/01/2019 04:00;58.286;8779;0;0;30
13/01/2019 05:00;63.569;9202;0;0;33
13/01/2019 06:00;64.394;9259;0;0;35
13/01/2019 07:00;64.161;9247;0;0;40
13/01/2019 08:00;61.876;9067;0.791;14;45
13/01/2019 09:00;58.851;8826;7.106;123;50
13/01/2019 10:00;57.5;8729;13.168;228;45
13/01/2019 11:00;59.01;8844;18.008;312;40
13/01/2019 12:00;60.622;8969;20.579;357;35
13/01/2019 13:00;59.654;8892;20.217;350;36
13/01/2019 14:00;57.111;8698;17.789;308;36
13/01/2019 15:00;52.535;8356;11.738;204;36
13/01/2019 16:00;48.45;8062;4.209;73;35
13/01/2019 17:00;50.071;8172;0;0;40
13/01/2019 18:00;50.965;8238;0;0;47
13/01/2019 19:00;52.262;8331;0;0;50
13/01/2019 20:00;53.757;8447;0;0;47
13/01/2019 21:00;55.705;8595;0;0;40
13/01/2019 22:00;58.561;8806;0;0;35
13/01/2019 23:00;61.994;9076;0;0;28
14/01/2019 00:00;64.995;9318;0;0;30
14/01/2019 01:00;67.775;9552;0;0;30
14/01/2019 02:00;71.896;9915;0;0;30
14/01/2019 03:00;74.591;10171;0;0;30
14/01/2019 04:00;76.342;10360;0;0;30
14/01/2019 05:00;77.849;10522;0;0;33
14/01/2019 06:00;79.647;10726;0;0;35
14/01/2019 07:00;80.022;10764;0;0;40
14/01/2019 08:00;79.967;10757;1.389;24;45
14/01/2019 09:00;80.194;10791;11.119;194;50
14/01/2019 10:00;79.852;10745;17.766;309;45
14/01/2019 11:00;79.849;10749;19.836;344;40
14/01/2019 12:00;79.091;10662;20.924;363;35
14/01/2019 13:00;77.898;10527;21.335;370;36
14/01/2019 14:00;75.83;10307;20.512;356;36
14/01/2019 15:00;73.685;10091;15.021;261;36
14/01/2019 16:00;68.212;9580;6.437;112;35
14/01/2019 17:00;63.67;9210;0;0;40
14/01/2019 18:00;58.954;8835;0;0;47
14/01/2019 19:00;55.271;8561;0;0;50
14/01/2019 20:00;53.215;8400;0;0;47
14/01/2019 21:00;50.58;8217;0;0;40
14/01/2019 22:00;46.799;7942;0;0;35
14/01/2019 23:00;42.843;7645;0;0;28
15/01/2019 00:00;39.102;7372;0;0;30
15/01/2019 01:00;36.427;7175;0;0;30
15/01/2019 02:00;33.373;6938;0;0;30
15/01/2019 03:00;30.243;6691;0;0;30
15/01/2019 04:00;27.83;6502;0;0;30
15/01/2019 05:00;26.146;6360;0;0;33
15/01/2019 06:00;23.533;6131;0;0;35
15/01/2019 07:00;20.993;5897;0;0;40
15/01/2019 08:00;16.982;5495;3.998;70;45
15/01/2019 09:00;10.717;4751;19.737;345;50
15/01/2019 10:00;5.991;4018;29.574;515;45
15/01/2019 11:00;3.438;3481;34.821;605;40
15/01/2019 12:00;2.584;3269;36.811;640;35
15/01/2019 13:00;1.665;2969;35.889;624;36
15/01/2019 14:00;1.238;2805;32.014;557;36
15/01/2019 15:00;1.448;2896;24.718;430;36
15/01/2019 16:00;1.872;3050;13.037;228;35
15/01/2019 17:00;1.415;2883;0.233;4;40
15/01/2019 18:00;1.209;2788;0;0;47
15/01/2019 19:00;2.242;3169;0;0;50
15/01/2019 20:00;3.583;3525;0;0;47
15/01/2019 21:00;4.782;3787;0;0;40
15/01/2019 22:00;6.11;4039;0;0;35
15/01/2019 23:00;7.592;4282;0;0;28
16/01/2019 00:00;8.8;4479;0;0;30
16/01/2019 01:00;9.148;4525;0;0;30
16/01/2019 02:00;8.7;4464;0;0;30
16/01/2019 03:00;7.647;4300;0;0;30
16/01/2019 04:00;6.097;4029;0;0;30
16/01/2019 05:00;4.576;3744;0;0;33
16/01/2019 06:00;4.761;3782;0;0;35
16/01/2019 07:00;4.819;3794;0;0;40
16/01/2019 08:00;4.376;3696;2.333;41;45
16/01/2019 09:00;4.786;3787;11.285;197;50
16/01/2019 10:00;4.424;3703;21.075;366;45
16/01/2019 11:00;5.408;3909;26.065;453;40
16/01/2019 12:00;5.58;3941;27.561;478;35
16/01/2019 13:00;4.753;3781;26.228;455;36
16/01/2019 14:00;3.812;3578;22.794;396;36
16/01/2019 15:00;3.537;3514;16.333;284;36
16/01/2019 16:00;3.862;3589;6.806;118;35
16/01/2019 17:00;3.217;3436;0;0;40
16/01/2019 18:00;3.027;3388;0;0;47
16/01/2019 19:00;3.126;3413;0;0;50
16/01/2019 20:00;2.913;3358;0;0;47
16/01/2019 21:00;2.734;3310;0;0;40
16/01/2019 22:00;2.834;3337;0;0;35
16/01/2019 23:00;3.051;3394;0;0;28
17/01/2019 00:00;3.343;3458;0;0;30
17/01/2019 01:00;3.532;3513;0;0;30
17/01/2019 02:00;3.806;3577;0;0;30
17/01/2019 03:00;4.493;3718;0;0;30
17/01/2019 04:00;5.644;3948;0;0;30
17/01/2019 05:00;7.182;4225;0;0;33
17/01/2019 06:00;8.793;4478;0;0;35
17/01/2019 07:00;10.078;4654;0;0;40
17/01/2019 08:00;10.306;4695;0.593;10;45
17/01/2019 09:00;9.785;4616;6.146;107;50
17/01/2019 10:00;11.771;4884;11.22;194;45
17/01/2019 11:00;15.489;5333;14.823;256;40
17/01/2019 12:00;20.76;5875;17.187;297;35
17/01/2019 13:00;22.522;6034;23.368;405;36
17/01/2019 14:00;22.528;6040;18.965;329;36
17/01/2019 15:00;20.369;5837;13.728;238;36
17/01/2019 16:00;14.501;5221;5.325;92;35
17/01/2019 17:00;13.587;5114;0;0;40
17/01/2019 18:00;14.827;5259;0;0;47
17/01/2019 19:00;15.107;5281;0;0;50
17/01/2019 20:00;15.742;5361;0;0;47
17/01/2019 21:00;16.257;5417;0;0;40
17/01/2019 22:00;17.105;5508;0;0;35
17/01/2019 23:00;18.853;5688;0;0;28
18/01/2019 00:00;20.39;5839;0;0;30
18/01/2019 01:00;20.332;5834;0;0;30
18/01/2019 02:00;22.264;6008;0;0;30
18/01/2019 03:00;20.55;5855;0;0;30
18/01/2019 04:00;19.983;5790;0;0;30
18/01/2019 05:00;18.583;5661;0;0;33
18/01/2019 06:00;16.104;5401;0;0;35
18/01/2019 07:00;14.73;5248;0;0;40
18/01/2019 08:00;13.875;5148;1.65;29;45
18/01/2019 09:00;10.486;4719;11.153;194;50
18/01/2019 10:00;11.34;4834;20.597;358;45
18/01/2019 11:00;11.206;4807;20.651;358;40
18/01/2019 12:00;10.41;4709;17.236;298;35
18/01/2019 13:00;8.383;4407;13.225;228;36
18/01/2019 14:00;5.759;3967;10.436;180;36
18/01/2019 15:00;3.611;3532;6.458;111;36
18/01/2019 16:00;2.861;3344;1.891;33;35
18/01/2019 17:00;2.587;3269;0;0;40
18/01/2019 18:00;2.222;3162;0;0;47
18/01/2019 19:00;2.289;3183;0;0;50
18/01/2019 20:00;2.605;3275;0;0;47
18/01/2019 21:00;3.394;3471;0;0;40
18/01/2019 22:00;4.661;3762;0;0;35
18/01/2019 23:00;5.885;3999;0;0;28
19/01/2019 00:00;6.793;4152;0;0;30
19/01/2019 01:00;7.178;4224;0;0;30
19/01/2019 02:00;6.877;4174;0;0;30
19/01/2019 03:00;6.882;4174;0;0;30
19/01/2019 04:00;6.914;4180;0;0;30
19/01/2019 05:00;6.862;4171;0;0;33
19/01/2019 06:00;6.778;4148;0;0;35
19/01/2019 07:00;6.643;4125;0;0;40
19/01/2019 08:00;6.395;4091;4.225;74;45
19/01/2019 09:00;4.6;3749;17.73;309;50
19/01/2019 10:00;3.69;3550;26.137;455;45
19/01/2019 11:00;3.415;3476;31.075;540;40
19/01/2019 12:00;2.295;3185;33.042;574;35
19/01/2019 13:00;1.406;2879;32.065;557;36
19/01/2019 14:00;1.385;2871;26.578;462;36
19/01/2019 15:00;1.814;3030;19.05;331;36
19/01/2019 16:00;3.874;3592;8.15;142;35
19/01/2019 17:00;8.058;4363;0.044;1;40
19/01/2019 18:00;10.892;4772;0;0;47
19/01/2019 19:00;12.363;4965;0;0;50
19/01/2019 20:00;12.653;5001;0;0;47
19/01/2019 21:00;12.505;4982;0;0;40
19/01/2019 22:00;12.391;4968;0;0;35
19/01/2019 23:00;11.844;4899;0;0;28
20/01/2019 00:00;11.236;4819;0;0;30
20/01/2019 01:00;10.337;4699;0;0;30
20/01/2019 02:00;9.58;4593;0;0;30
20/01/2019 03:00;8.251;4386;0;0;30
20/01/2019 04:00;6.227;4061;0;0;30
20/01/2019 05:00;4.067;3626;0;0;33
20/01/2019 06:00;2.445;3220;0;0;35
20/01/2019 07:00;2.514;3241;0;0;40
20/01/2019 08:00;3.832;3583;0;0;45
20/01/2019 09:00;4.388;3698;1.221;21;50
20/01/2019 10:00;5.984;4017;3.327;57;45
20/01/2019 11:00;9.223;4532;5.72;98;40
20/01/2019 12:00;12.546;4988;5.842;100;35
20/01/2019 13:00;15.634;5349;6.183;106;36
20/01/2019 14:00;18.101;5612;5.964;103;36
20/01/2019 15:00;19.188;5721;4.332;75;36
20/01/2019 16:00;14.81;5257;1.582;27;35
20/01/2019 17:00;11.61;4865;0;0;40
20/01/2019 18:00;12.618;4996;0;0;47
20/01/2019 19:00;13.909;5152;0;0;50
20/01/2019 20:00;14.626;5236;0;0;47
20/01/2019 21:00;16.555;5445;0;0;40
20/01/2019 22:00;18.505;5653;0;0;35
20/01/2019 23:00;19.303;5733;0;0;28
21/01/2019 00:00;18.859;5689;0;0;30
21/01/2019 01:00;22.169;6004;0;0;30
21/01/2019 02:00;23.207;6096;0;0;30
21/01/2019 03:00;22.817;6067;0;0;30
21/01/2019 04:00;22.508;6029;0;0;30
21/01/2019 05:00;22.071;5998;0;0;33
21/01/2019 06:00;22.109;6001;0;0;35
21/01/2019 07:00;22.835;6068;0;0;40
21/01/2019 08:00;23.535;6132;1.143;20;45
21/01/2019 09:00;27.801;6497;7.765;135;50
21/01/2019 10:00;34.321;7011;16.686;290;45
21/01/2019 11:00;41.468;7554;22.299;387;40
21/01/2019 12:00;46.354;7906;30.768;534;35
21/01/2019 13:00;48.328;8047;31.813;552;36
21/01/2019 14:00;48.427;8060;28.572;496;36
21/01/2019 15:00;46.358;7910;21.444;373;36
21/01/2019 16:00;38.257;7317;10.631;185;35
21/01/2019 17:00;31.323;6786;0.286;5;40
21/01/2019 18:00;35.237;7081;0;0;47
21/01/2019 19:00;38.166;7310;0;0;50
21/01/2019 20:00;39.51;7409;0;0;47
21/01/2019 21:00;39.904;7435;0;0;40
21/01/2019 22:00;37.828;7278;0;0;35
21/01/2019 23:00;37.481;7255;0;0;28
22/01/2019 00:00;35.501;7104;0;0;30
22/01/2019 01:00;31.672;6813;0;0;30
22/01/2019 02:00;27.787;6489;0;0;30
22/01/2019 03:00;26.617;6400;0;0;30
22/01/2019 04:00;28.119;6526;0;0;30
22/01/2019 05:00;28.655;6570;0;0;33
22/01/2019 06:00;28.972;6593;0;0;35
22/01/2019 07:00;29.306;6617;0;0;40
22/01/2019 08:00;27.801;6498;5.914;104;45
22/01/2019 09:00;21.021;5900;21.228;370;50
22/01/2019 10:00;21.982;5987;30.095;524;45
22/01/2019 11:00;19.911;5783;32.326;562;40
22/01/2019 12:00;14.541;5226;26.689;463;35
22/01/2019 13:00;10.7;4748;17.818;308;36
22/01/2019 14:00;6.939;4184;9.35;161;36
22/01/2019 15:00;5.087;3848;4.873;84;36
22/01/2019 16:00;5.035;3837;1.547;27;35
22/01/2019 17:00;7.787;4323;0;0;40
22/01/2019 18:00;21.081;5905;0;0;47
22/01/2019 19:00;36.801;7208;0;0;50
22/01/2019 20:00;51.853;8306;0;0;47
22/01/2019 21:00;46.298;7898;0;0;40
22/01/2019 22:00;39.541;7411;0;0;35
22/01/2019 23:00;34.888;7063;0;0;28
23/01/2019 00:00;26.141;6357;0;0;30
23/01/2019 01:00;20.085;5805;0;0;30
23/01/2019 02:00;15.847;5373;0;0;30
23/01/2019 03:00;13.827;5143;0;0;30
23/01/2019 04:00;13.766;5135;0;0;30
23/01/2019 05:00;14.069;5171;0;0;33
23/01/2019 06:00;13.073;5043;0;0;35
23/01/2019 07:00;10.548;4728;0;0;40
23/01/2019 08:00;9.308;4554;0;0;45
23/01/2019 09:00;11.772;4886;2.301;40;50
23/01/2019 10:00;17.414;5531;6.534;113;45
23/01/2019 11:00;33.571;6956;11.755;203;40
23/01/2019 12:00;50.171;8187;13.361;231;35
23/01/2019 13:00;66.64;9453;12.189;210;36
23/01/2019 14:00;80.671;10844;11.643;201;36
23/01/2019 15:00;84.033;11282;8.524;147;36
23/01/2019 16:00;82.69;11098;4.008;69;35
23/01/2019 17:00;81.54;10957;0;0;40
23/01/2019 18:00;82.724;11105;0;0;47
23/01/2019 19:00;83.426;11206;0;0;50
23/01/2019 20:00;83.367;11198;0;0;47
23/01/2019 21:00;85.461;11501;0;0;40
23/01/2019 22:00;85.386;11485;0;0;35
23/01/2019 23:00;85.22;11465;0;0;28
24/01/2019 00:00;84.034;11281;0;0;30
24/01/2019 01:00;83.069;11148;0;0;30
24/01/2019 02:00;82.871;11127;0;0;30
24/01/2019 03:00;83.236;11180;0;0;30
24/01/2019 04:00;83.124;11165;0;0;30
24/01/2019 05:00;83.424;11206;0;0;33
24/01/2019 06:00;83.394;11202;0;0;35
24/01/2019 07:00;82.653;11095;0;0;40
24/01/2019 08:00;81.696;10977;3.764;66;45
24/01/2019 09:00;80.932;10872;16.004;279;50
24/01/2019 10:00;81.725;10980;27.704;482;45
24/01/2019 11:00;83.348;11195;33.683;585;40
