"local_time";"wind_electricity_kW";"wind_speed_m_s";"solar_electricity_kW";"solar_electricity_W";"consommation_kW";"solar_1136_panneaux_kWh";"bilan_horaire_kWh";"energie_stockee_batteries_kWh";"etat_batterie_pct";"energie_non_servie_kWh";"energie_ecretee_kWh"
"01/01/2019 01:00";"27.862";"6505";"0";"0";"30";"0";"-2.138";"2261.542";"89.91";"0";"0"
"01/01/2019 02:00";"28.532";"6560";"0";"0";"30";"0";"-1.468";"2260.074";"89.86";"0";"0"
"01/01/2019 03:00";"26.972";"6430";"0";"0";"30";"0";"-3.028";"2257.046";"89.74";"0";"0"
"01/01/2019 04:00";"22.973";"6076";"0";"0";"30";"0";"-7.027";"2250.019";"89.46";"0";"0"
"01/01/2019 05:00";"20.624";"5862";"0";"0";"33";"0";"-12.376";"2237.643";"88.96";"0";"0"
"01/01/2019 06:00";"18.829";"5686";"0";"0";"35";"0";"-16.171";"2221.472";"88.32";"0";"0"
"01/01/2019 07:00";"16.744";"5467";"0";"0";"40";"0";"-23.256";"2198.216";"87.4";"0";"0"
"01/01/2019 08:00";"15.499";"5334";"1.513";"27";"45";"5.926786";"-23.574214";"2174.641786";"86.46";"0";"0"
"01/01/2019 09:00";"13.001";"5034";"14.101";"246";"50";"55.237021";"18.238021";"2192.879807";"87.19";"0";"0"
"01/01/2019 10:00";"9.931";"4633";"23.34";"406";"45";"91.428414";"56.359414";"2249.239221";"89.43";"0";"0"
"01/01/2019 11:00";"8.561";"4443";"28.785";"501";"40";"112.757793";"81.318793";"2263.68";"90";"0";"66.878014"
"01/01/2019 12:00";"8.818";"4482";"30.993";"539";"35";"121.407062";"95.225062";"2263.68";"90";"0";"95.225062"
"01/01/2019 13:00";"9.314";"4555";"30.325";"527";"36";"118.790345";"92.104345";"2263.68";"90";"0";"92.104345"
"01/01/2019 14:00";"9.618";"4598";"26.683";"464";"36";"104.523752";"78.141752";"2263.68";"90";"0";"78.141752"
"01/01/2019 15:00";"9.038";"4514";"20.043";"349";"36";"78.513269";"51.551269";"2263.68";"90";"0";"51.551269"
"01/01/2019 16:00";"8.264";"4388";"9.231";"161";"35";"36.160055";"9.424055";"2263.68";"90";"0";"9.424055"
"01/01/2019 17:00";"10.697";"4748";"0";"0";"40";"0";"-29.303";"2234.377";"88.83";"0";"0"
"01/01/2019 18:00";"15.956";"5385";"0";"0";"47";"0";"-31.044";"2203.333";"87.6";"0";"0"
"01/01/2019 19:00";"20.44";"5844";"0";"0";"50";"0";"-29.56";"2173.773";"86.43";"0";"0"
"01/01/2019 20:00";"24.866";"6242";"0";"0";"47";"0";"-22.134";"2151.639";"85.55";"0";"0"
"01/01/2019 21:00";"28.791";"6576";"0";"0";"40";"0";"-11.209";"2140.43";"85.1";"0";"0"
"01/01/2019 22:00";"32.646";"6885";"0";"0";"35";"0";"-2.354";"2138.076";"85.01";"0";"0"
"01/01/2019 23:00";"37.355";"7240";"0";"0";"28";"0";"9.355";"2147.431";"85.38";"0";"0"
"02/01/2019 00:00";"40.731";"7499";"0";"0";"30";"0";"10.731";"2158.162";"85.8";"0";"0"
"02/01/2019 01:00";"44.206";"7752";"0";"0";"30";"0";"14.206";"2172.368";"86.37";"0";"0"
"02/01/2019 02:00";"46.022";"7886";"0";"0";"30";"0";"16.022";"2188.39";"87.01";"0";"0"
"02/01/2019 03:00";"45.391";"7840";"0";"0";"30";"0";"15.391";"2203.781";"87.62";"0";"0"
"02/01/2019 04:00";"48.389";"8049";"0";"0";"30";"0";"18.389";"2222.17";"88.35";"0";"0"
"02/01/2019 05:00";"49.797";"8154";"0";"0";"33";"0";"16.797";"2238.967";"89.02";"0";"0"
"02/01/2019 06:00";"50.104";"8182";"0";"0";"35";"0";"15.104";"2254.071";"89.62";"0";"0"
"02/01/2019 07:00";"50.32";"8198";"0";"0";"40";"0";"10.32";"2263.68";"90";"0";"0.711"
"02/01/2019 08:00";"51.032";"8250";"1.803";"32";"45";"7.062786";"13.094786";"2263.68";"90";"0";"13.094786"
"02/01/2019 09:00";"52.534";"8350";"15.384";"269";"50";"60.262841";"62.796841";"2263.68";"90";"0";"62.796841"
"02/01/2019 10:00";"55.644";"8583";"25.12";"438";"45";"98.401103";"109.045103";"2263.68";"90";"0";"109.045103"
"02/01/2019 11:00";"54.949";"8529";"30.932";"538";"40";"121.16811";"136.11711";"2263.68";"90";"0";"136.11711"
"02/01/2019 12:00";"53.363";"8415";"33.942";"590";"35";"132.959007";"151.322007";"2263.68";"90";"0";"151.322007"
"02/01/2019 13:00";"51.495";"8277";"32.774";"570";"36";"128.383669";"143.878669";"2263.68";"90";"0";"143.878669"
"02/01/2019 14:00";"49.385";"8126";"30.54";"531";"36";"119.632552";"133.017552";"2263.68";"90";"0";"133.017552"
"02/01/2019 15:00";"45.942";"7879";"24.072";"420";"36";"94.295834";"104.237834";"2263.68";"90";"0";"104.237834"
"02/01/2019 16:00";"42.406";"7616";"12.074";"211";"35";"47.296772";"54.702772";"2263.68";"90";"0";"54.702772"
"02/01/2019 17:00";"45.081";"7817";"0";"0";"40";"0";"5.081";"2263.68";"90";"0";"5.081"
"02/01/2019 18:00";"46.355";"7909";"0";"0";"47";"0";"-0.645";"2263.035";"89.97";"0";"0"
"02/01/2019 19:00";"46.234";"7896";"0";"0";"50";"0";"-3.766";"2259.269";"89.82";"0";"0"
"02/01/2019 20:00";"46.63";"7924";"0";"0";"47";"0";"-0.37";"2258.899";"89.81";"0";"0"
"02/01/2019 21:00";"46.771";"7940";"0";"0";"40";"0";"6.771";"2263.68";"90";"0";"1.99"
"02/01/2019 22:00";"44.804";"7797";"0";"0";"35";"0";"9.804";"2263.68";"90";"0";"9.804"
"02/01/2019 23:00";"42.731";"7638";"0";"0";"28";"0";"14.731";"2263.68";"90";"0";"14.731"
"03/01/2019 00:00";"40.9";"7506";"0";"0";"30";"0";"10.9";"2263.68";"90";"0";"10.9"
"03/01/2019 01:00";"38.566";"7338";"0";"0";"30";"0";"8.566";"2263.68";"90";"0";"8.566"
"03/01/2019 02:00";"36.164";"7159";"0";"0";"30";"0";"6.164";"2263.68";"90";"0";"6.164"
"03/01/2019 03:00";"34.325";"7018";"0";"0";"30";"0";"4.325";"2263.68";"90";"0";"4.325"
"03/01/2019 04:00";"32.867";"6907";"0";"0";"30";"0";"2.867";"2263.68";"90";"0";"2.867"
"03/01/2019 05:00";"31.042";"6754";"0";"0";"33";"0";"-1.958";"2261.722";"89.92";"0";"0"
"03/01/2019 06:00";"29.573";"6645";"0";"0";"35";"0";"-5.427";"2256.295";"89.71";"0";"0"
"03/01/2019 07:00";"27.959";"6513";"0";"0";"40";"0";"-12.041";"2244.254";"89.23";"0";"0"
"03/01/2019 08:00";"27.907";"6509";"2.751";"49";"45";"10.776331";"-6.316669";"2237.937331";"88.98";"0";"0"
"03/01/2019 09:00";"22.744";"6059";"18.932";"331";"50";"74.161214";"46.905214";"2263.68";"90";"0";"21.162545"
"03/01/2019 10:00";"17.752";"5566";"28.62";"499";"45";"112.111448";"84.863448";"2263.68";"90";"0";"84.863448"
"03/01/2019 11:00";"22.265";"6008";"34.108";"593";"40";"133.609269";"115.874269";"2263.68";"90";"0";"115.874269"
"03/01/2019 12:00";"24.524";"6212";"36.319";"631";"35";"142.27029";"131.79429";"2263.68";"90";"0";"131.79429"
"03/01/2019 13:00";"25.292";"6287";"35.481";"617";"36";"138.987641";"128.279641";"2263.68";"90";"0";"128.279641"
"03/01/2019 14:00";"24.87";"6248";"31.616";"550";"36";"123.847503";"112.717503";"2263.68";"90";"0";"112.717503"
"03/01/2019 15:00";"21.676";"5952";"24.162";"421";"36";"94.648386";"80.324386";"2263.68";"90";"0";"80.324386"
"03/01/2019 16:00";"18.649";"5667";"12.003";"210";"35";"47.018648";"30.667648";"2263.68";"90";"0";"30.667648"
"03/01/2019 17:00";"22.305";"6014";"0";"0";"40";"0";"-17.695";"2245.985";"89.3";"0";"0"
"03/01/2019 18:00";"27.799";"6494";"0";"0";"47";"0";"-19.201";"2226.784";"88.53";"0";"0"
"03/01/2019 19:00";"27.533";"6474";"0";"0";"50";"0";"-22.467";"2204.317";"87.64";"0";"0"
"03/01/2019 20:00";"27.44";"6465";"0";"0";"47";"0";"-19.56";"2184.757";"86.86";"0";"0"
"03/01/2019 21:00";"27.875";"6506";"0";"0";"40";"0";"-12.125";"2172.632";"86.38";"0";"0"
"03/01/2019 22:00";"28.976";"6593";"0";"0";"35";"0";"-6.024";"2166.608";"86.14";"0";"0"
"03/01/2019 23:00";"28.995";"6594";"0";"0";"28";"0";"0.995";"2167.603";"86.18";"0";"0"
"04/01/2019 00:00";"28.062";"6522";"0";"0";"30";"0";"-1.938";"2165.665";"86.1";"0";"0"
"04/01/2019 01:00";"28.025";"6518";"0";"0";"30";"0";"-1.975";"2163.69";"86.02";"0";"0"
"04/01/2019 02:00";"28.722";"6573";"0";"0";"30";"0";"-1.278";"2162.412";"85.97";"0";"0"
"04/01/2019 03:00";"29.135";"6606";"0";"0";"30";"0";"-0.865";"2161.547";"85.94";"0";"0"
"04/01/2019 04:00";"27.8";"6496";"0";"0";"30";"0";"-2.2";"2159.347";"85.85";"0";"0"
"04/01/2019 05:00";"25.904";"6332";"0";"0";"33";"0";"-7.096";"2152.251";"85.57";"0";"0"
"04/01/2019 06:00";"25.384";"6295";"0";"0";"35";"0";"-9.616";"2142.635";"85.19";"0";"0"
"04/01/2019 07:00";"25.909";"6339";"0";"0";"40";"0";"-14.091";"2128.544";"84.63";"0";"0"
"04/01/2019 08:00";"25.436";"6299";"2.5";"44";"45";"9.793103";"-9.770897";"2118.773103";"84.24";"0";"0"
"04/01/2019 09:00";"18.976";"5695";"16.742";"293";"50";"65.582455";"34.558455";"2153.331559";"85.61";"0";"0"
"04/01/2019 10:00";"12.345";"4962";"26.38";"460";"45";"103.336828";"70.681828";"2224.013386";"88.42";"0";"0"
"04/01/2019 11:00";"14.443";"5215";"32.992";"574";"40";"129.237628";"103.680628";"2263.68";"90";"0";"64.014014"
"04/01/2019 12:00";"16.257";"5417";"35.711";"621";"35";"139.888607";"121.145607";"2263.68";"90";"0";"121.145607"
"04/01/2019 13:00";"16.743";"5465";"34.469";"599";"36";"135.023393";"115.766393";"2263.68";"90";"0";"115.766393"
"04/01/2019 14:00";"16.238";"5415";"29.749";"518";"36";"116.534014";"96.772014";"2263.68";"90";"0";"96.772014"
"04/01/2019 15:00";"12.595";"4994";"18.501";"322";"36";"72.472883";"49.067883";"2263.68";"90";"0";"49.067883"
"04/01/2019 16:00";"10.296";"4693";"5.465";"95";"35";"21.407724";"-3.296276";"2260.383724";"89.87";"0";"0"
"04/01/2019 17:00";"13.546";"5109";"0";"0";"40";"0";"-26.454";"2233.929724";"88.82";"0";"0"
"04/01/2019 18:00";"17.542";"5545";"0";"0";"47";"0";"-29.458";"2204.471724";"87.65";"0";"0"
"04/01/2019 19:00";"19.829";"5778";"0";"0";"50";"0";"-30.171";"2174.300724";"86.45";"0";"0"
"04/01/2019 20:00";"21.979";"5982";"0";"0";"47";"0";"-25.021";"2149.279724";"85.45";"0";"0"
"04/01/2019 21:00";"23.484";"6127";"0";"0";"40";"0";"-16.516";"2132.763724";"84.79";"0";"0"
"04/01/2019 22:00";"24.866";"6243";"0";"0";"35";"0";"-10.134";"2122.629724";"84.39";"0";"0"
"04/01/2019 23:00";"27.981";"6515";"0";"0";"28";"0";"-0.019";"2122.610724";"84.39";"0";"0"
"05/01/2019 00:00";"31.3";"6784";"0";"0";"30";"0";"1.3";"2123.910724";"84.44";"0";"0"
"05/01/2019 01:00";"34.546";"7037";"0";"0";"30";"0";"4.546";"2128.456724";"84.62";"0";"0"
"05/01/2019 02:00";"35.241";"7089";"0";"0";"30";"0";"5.241";"2133.697724";"84.83";"0";"0"
"05/01/2019 03:00";"36.955";"7220";"0";"0";"30";"0";"6.955";"2140.652724";"85.11";"0";"0"
"05/01/2019 04:00";"38.562";"7332";"0";"0";"30";"0";"8.562";"2149.214724";"85.45";"0";"0"
"05/01/2019 05:00";"41.699";"7571";"0";"0";"33";"0";"8.699";"2157.913724";"85.79";"0";"0"
"05/01/2019 06:00";"43.972";"7733";"0";"0";"35";"0";"8.972";"2166.885724";"86.15";"0";"0"
"05/01/2019 07:00";"44.956";"7808";"0";"0";"40";"0";"4.956";"2171.841724";"86.35";"0";"0"
"05/01/2019 08:00";"45.664";"7852";"2.781";"49";"45";"10.893848";"11.557848";"2183.399572";"86.81";"0";"0"
"05/01/2019 09:00";"42.231";"7608";"18.675";"326";"50";"73.154483";"65.385483";"2248.785055";"89.41";"0";"0"
"05/01/2019 10:00";"42.942";"7652";"28.121";"490";"45";"110.156745";"108.098745";"2263.68";"90";"0";"93.2038"
"05/01/2019 11:00";"53.757";"8442";"33.265";"579";"40";"130.307034";"144.064034";"2263.68";"90";"0";"144.064034"
"05/01/2019 12:00";"60.337";"8947";"35.158";"611";"35";"137.722372";"163.059372";"2263.68";"90";"0";"163.059372"
"05/01/2019 13:00";"62.837";"9142";"33.937";"590";"36";"132.939421";"159.776421";"2263.68";"90";"0";"159.776421"
"05/01/2019 14:00";"62.423";"9110";"29.912";"520";"36";"117.172524";"143.595524";"2263.68";"90";"0";"143.595524"
"05/01/2019 15:00";"59.518";"8883";"22.368";"390";"36";"87.620855";"111.138855";"2263.68";"90";"0";"111.138855"
"05/01/2019 16:00";"58.955";"8830";"10.38";"182";"35";"40.660966";"64.615966";"2263.68";"90";"0";"64.615966"
"05/01/2019 17:00";"58.865";"8827";"0";"0";"40";"0";"18.865";"2263.68";"90";"0";"18.865"
"05/01/2019 18:00";"60.3";"8944";"0";"0";"47";"0";"13.3";"2263.68";"90";"0";"13.3"
"05/01/2019 19:00";"61.472";"9028";"0";"0";"50";"0";"11.472";"2263.68";"90";"0";"11.472"
"05/01/2019 20:00";"60.144";"8932";"0";"0";"47";"0";"13.144";"2263.68";"90";"0";"13.144"
"05/01/2019 21:00";"61.477";"9028";"0";"0";"40";"0";"21.477";"2263.68";"90";"0";"21.477"
"05/01/2019 22:00";"62.166";"9090";"0";"0";"35";"0";"27.166";"2263.68";"90";"0";"27.166"
"05/01/2019 23:00";"63.467";"9187";"0";"0";"28";"0";"35.467";"2263.68";"90";"0";"35.467"
"06/01/2019 00:00";"64.463";"9275";"0";"0";"30";"0";"34.463";"2263.68";"90";"0";"34.463"
"06/01/2019 01:00";"63.995";"9233";"0";"0";"30";"0";"33.995";"2263.68";"90";"0";"33.995"
"06/01/2019 02:00";"63.348";"9182";"0";"0";"30";"0";"33.348";"2263.68";"90";"0";"33.348"
"06/01/2019 03:00";"62.554";"9121";"0";"0";"30";"0";"32.554";"2263.68";"90";"0";"32.554"
"06/01/2019 04:00";"61.279";"9012";"0";"0";"30";"0";"31.279";"2263.68";"90";"0";"31.279"
"06/01/2019 05:00";"59.515";"8883";"0";"0";"33";"0";"26.515";"2263.68";"90";"0";"26.515"
"06/01/2019 06:00";"57.135";"8701";"0";"0";"35";"0";"22.135";"2263.68";"90";"0";"22.135"
"06/01/2019 07:00";"54.703";"8510";"0";"0";"40";"0";"14.703";"2263.68";"90";"0";"14.703"
"06/01/2019 08:00";"54.434";"8494";"2.767";"49";"45";"10.839007";"20.273007";"2263.68";"90";"0";"20.273007"
"06/01/2019 09:00";"51.032";"8247";"17.939";"313";"50";"70.271393";"71.303393";"2263.68";"90";"0";"71.303393"
"06/01/2019 10:00";"47.765";"8006";"27.624";"481";"45";"108.209876";"110.974876";"2263.68";"90";"0";"110.974876"
"06/01/2019 11:00";"51.579";"8287";"34.293";"597";"40";"134.333959";"145.912959";"2263.68";"90";"0";"145.912959"
"06/01/2019 12:00";"56.189";"8631";"36.398";"633";"35";"142.579752";"163.768752";"2263.68";"90";"0";"163.768752"
"06/01/2019 13:00";"58.561";"8808";"35.326";"614";"36";"138.380469";"160.941469";"2263.68";"90";"0";"160.941469"
"06/01/2019 14:00";"59.032";"8846";"31.522";"548";"36";"123.479283";"146.511283";"2263.68";"90";"0";"146.511283"
"06/01/2019 15:00";"55.426";"8567";"24.242";"422";"36";"94.961766";"114.387766";"2263.68";"90";"0";"114.387766"
"06/01/2019 16:00";"51.58";"8289";"12.032";"210";"35";"47.132248";"63.712248";"2263.68";"90";"0";"63.712248"
"06/01/2019 17:00";"53.486";"8420";"0";"0";"40";"0";"13.486";"2263.68";"90";"0";"13.486"
"06/01/2019 18:00";"52.535";"8354";"0";"0";"47";"0";"5.535";"2263.68";"90";"0";"5.535"
"06/01/2019 19:00";"51.579";"8287";"0";"0";"50";"0";"1.579";"2263.68";"90";"0";"1.579"
"06/01/2019 20:00";"52.005";"8316";"0";"0";"47";"0";"5.005";"2263.68";"90";"0";"5.005"
"06/01/2019 21:00";"52.015";"8316";"0";"0";"40";"0";"12.015";"2263.68";"90";"0";"12.015"
"06/01/2019 22:00";"51.141";"8254";"0";"0";"35";"0";"16.141";"2263.68";"90";"0";"16.141"
"06/01/2019 23:00";"48.724";"8076";"0";"0";"28";"0";"20.724";"2263.68";"90";"0";"20.724"
"07/01/2019 00:00";"47.877";"8020";"0";"0";"30";"0";"17.877";"2263.68";"90";"0";"17.877"
"07/01/2019 01:00";"46.94";"7952";"0";"0";"30";"0";"16.94";"2263.68";"90";"0";"16.94"
"07/01/2019 02:00";"45.666";"7857";"0";"0";"30";"0";"15.666";"2263.68";"90";"0";"15.666"
"07/01/2019 03:00";"43.795";"7724";"0";"0";"30";"0";"13.795";"2263.68";"90";"0";"13.795"
"07/01/2019 04:00";"42.032";"7593";"0";"0";"30";"0";"12.032";"2263.68";"90";"0";"12.032"
"07/01/2019 05:00";"40.727";"7490";"0";"0";"33";"0";"7.727";"2263.68";"90";"0";"7.727"
"07/01/2019 06:00";"39.778";"7423";"0";"0";"35";"0";"4.778";"2263.68";"90";"0";"4.778"
"07/01/2019 07:00";"39.506";"7400";"0";"0";"40";"0";"-0.494";"2263.186";"89.98";"0";"0"
"07/01/2019 08:00";"39.644";"7415";"2.294";"40";"45";"8.986152";"3.630152";"2263.68";"90";"0";"3.136152"
"07/01/2019 09:00";"36.798";"7208";"16.699";"292";"50";"65.414014";"52.212014";"2263.68";"90";"0";"52.212014"
"07/01/2019 10:00";"41.405";"7549";"26.511";"462";"45";"103.849986";"100.254986";"2263.68";"90";"0";"100.254986"
"07/01/2019 11:00";"43.608";"7710";"33.115";"576";"40";"129.719448";"133.327448";"2263.68";"90";"0";"133.327448"
"07/01/2019 12:00";"42.406";"7616";"35.592";"619";"35";"139.422455";"146.828455";"2263.68";"90";"0";"146.828455"
"07/01/2019 13:00";"43.181";"7670";"34.58";"601";"36";"135.458207";"142.639207";"2263.68";"90";"0";"142.639207"
"07/01/2019 14:00";"43.855";"7728";"30.601";"532";"36";"119.871503";"127.726503";"2263.68";"90";"0";"127.726503"
"07/01/2019 15:00";"42.505";"7627";"22.805";"397";"36";"89.33269";"95.83769";"2263.68";"90";"0";"95.83769"
"07/01/2019 16:00";"36.554";"7185";"9.716";"170";"35";"38.059917";"39.613917";"2263.68";"90";"0";"39.613917"
"07/01/2019 17:00";"34.358";"7022";"0";"0";"40";"0";"-5.642";"2258.038";"89.78";"0";"0"
"07/01/2019 18:00";"32.771";"6891";"0";"0";"47";"0";"-14.229";"2243.809";"89.21";"0";"0"
"07/01/2019 19:00";"32.519";"6879";"0";"0";"50";"0";"-17.481";"2226.328";"88.51";"0";"0"
"07/01/2019 20:00";"32.789";"6901";"0";"0";"47";"0";"-14.211";"2212.117";"87.95";"0";"0"
"07/01/2019 21:00";"33.655";"6959";"0";"0";"40";"0";"-6.345";"2205.772";"87.7";"0";"0"
"07/01/2019 22:00";"34.062";"6991";"0";"0";"35";"0";"-0.938";"2204.834";"87.66";"0";"0"
"07/01/2019 23:00";"34.911";"7065";"0";"0";"28";"0";"6.911";"2211.745";"87.94";"0";"0"
"08/01/2019 00:00";"35.501";"7104";"0";"0";"30";"0";"5.501";"2217.246";"88.15";"0";"0"
"08/01/2019 01:00";"35.957";"7137";"0";"0";"30";"0";"5.957";"2223.203";"88.39";"0";"0"
"08/01/2019 02:00";"37.623";"7262";"0";"0";"30";"0";"7.623";"2230.826";"88.69";"0";"0"
"08/01/2019 03:00";"38.012";"7299";"0";"0";"30";"0";"8.012";"2238.838";"89.01";"0";"0"
"08/01/2019 04:00";"38.834";"7357";"0";"0";"30";"0";"8.834";"2247.672";"89.36";"0";"0"
"08/01/2019 05:00";"40.728";"7493";"0";"0";"33";"0";"7.728";"2255.4";"89.67";"0";"0"
"08/01/2019 06:00";"41.482";"7555";"0";"0";"35";"0";"6.482";"2261.882";"89.93";"0";"0"
"08/01/2019 07:00";"41.405";"7549";"0";"0";"40";"0";"1.405";"2263.287";"89.98";"0";"0"
"08/01/2019 08:00";"41.293";"7541";"1.585";"28";"45";"6.208828";"2.501828";"2263.68";"90";"0";"2.108828"
"08/01/2019 09:00";"38.252";"7317";"12.848";"224";"50";"50.328717";"38.580717";"2263.68";"90";"0";"38.580717"
"08/01/2019 10:00";"44.426";"7767";"22.497";"392";"45";"88.126179";"87.552179";"2263.68";"90";"0";"87.552179"
"08/01/2019 11:00";"51.032";"8246";"28.025";"487";"40";"109.78069";"120.81269";"2263.68";"90";"0";"120.81269"
"08/01/2019 12:00";"54.434";"8492";"30.141";"524";"35";"118.069572";"137.503572";"2263.68";"90";"0";"137.503572"
"08/01/2019 13:00";"54.434";"8497";"27.063";"470";"36";"106.012303";"124.446303";"2263.68";"90";"0";"124.446303"
"08/01/2019 14:00";"55.797";"8601";"20.985";"364";"36";"82.20331";"102.00031";"2263.68";"90";"0";"102.00031"
"08/01/2019 15:00";"55.691";"8593";"15.108";"263";"36";"59.181683";"78.872683";"2263.68";"90";"0";"78.872683"
"08/01/2019 16:00";"55.827";"8604";"4.309";"75";"35";"16.879393";"37.706393";"2263.68";"90";"0";"37.706393"
"08/01/2019 17:00";"56.169";"8629";"0";"0";"40";"0";"16.169";"2263.68";"90";"0";"16.169"
"08/01/2019 18:00";"60.124";"8920";"0";"0";"47";"0";"13.124";"2263.68";"90";"0";"13.124"
"08/01/2019 19:00";"65.312";"9344";"0";"0";"50";"0";"15.312";"2263.68";"90";"0";"15.312"
"08/01/2019 20:00";"72.212";"9946";"0";"0";"47";"0";"25.212";"2263.68";"90";"0";"25.212"
"08/01/2019 21:00";"73.533";"10073";"0";"0";"40";"0";"33.533";"2263.68";"90";"0";"33.533"
"08/01/2019 22:00";"74.671";"10184";"0";"0";"35";"0";"39.671";"2263.68";"90";"0";"39.671"
"08/01/2019 23:00";"76.743";"10396";"0";"0";"28";"0";"48.743";"2263.68";"90";"0";"48.743"
"09/01/2019 00:00";"76.903";"10415";"0";"0";"30";"0";"46.903";"2263.68";"90";"0";"46.903"
"09/01/2019 01:00";"76.308";"10348";"0";"0";"30";"0";"46.308";"2263.68";"90";"0";"46.308"
"09/01/2019 02:00";"75.975";"10321";"0";"0";"30";"0";"45.975";"2263.68";"90";"0";"45.975"
"09/01/2019 03:00";"76.993";"10419";"0";"0";"30";"0";"46.993";"2263.68";"90";"0";"46.993"
"09/01/2019 04:00";"78.742";"10616";"0";"0";"30";"0";"48.742";"2263.68";"90";"0";"48.742"
"09/01/2019 05:00";"77.19";"10448";"0";"0";"33";"0";"44.19";"2263.68";"90";"0";"44.19"
"09/01/2019 06:00";"76.242";"10345";"0";"0";"35";"0";"41.242";"2263.68";"90";"0";"41.242"
"09/01/2019 07:00";"75.645";"10288";"0";"0";"40";"0";"35.645";"2263.68";"90";"0";"35.645"
"09/01/2019 08:00";"73.883";"10100";"1.433";"25";"45";"5.613407";"34.496407";"2263.68";"90";"0";"34.496407"
"09/01/2019 09:00";"73.833";"10098";"12.519";"218";"50";"49.039945";"72.872945";"2263.68";"90";"0";"72.872945"
"09/01/2019 10:00";"75.893";"10313";"22.628";"394";"45";"88.639338";"119.532338";"2263.68";"90";"0";"119.532338"
"09/01/2019 11:00";"78.255";"10567";"28.187";"490";"40";"110.415283";"148.670283";"2263.68";"90";"0";"148.670283"
"09/01/2019 12:00";"82.434";"11071";"29.696";"516";"35";"116.3264";"163.7604";"2263.68";"90";"0";"163.7604"
"09/01/2019 13:00";"83.88";"11259";"29.538";"513";"36";"115.707476";"163.587476";"2263.68";"90";"0";"163.587476"
"09/01/2019 14:00";"83.092";"11158";"26.924";"468";"36";"105.467807";"152.559807";"2263.68";"90";"0";"152.559807"
"09/01/2019 15:00";"80.766";"10856";"17.3";"301";"36";"67.768276";"112.534276";"2263.68";"90";"0";"112.534276"
"09/01/2019 16:00";"75.304";"10253";"5.34";"93";"35";"20.918069";"61.222069";"2263.68";"90";"0";"61.222069"
"09/01/2019 17:00";"75.133";"10235";"0";"0";"40";"0";"35.133";"2263.68";"90";"0";"35.133"
"09/01/2019 18:00";"77.907";"10528";"0";"0";"47";"0";"30.907";"2263.68";"90";"0";"30.907"
"09/01/2019 19:00";"78.035";"10543";"0";"0";"50";"0";"28.035";"2263.68";"90";"0";"28.035"
"09/01/2019 20:00";"78.384";"10575";"0";"0";"47";"0";"31.384";"2263.68";"90";"0";"31.384"
"09/01/2019 21:00";"75.404";"10263";"0";"0";"40";"0";"35.404";"2263.68";"90";"0";"35.404"
"09/01/2019 22:00";"73.672";"10090";"0";"0";"35";"0";"38.672";"2263.68";"90";"0";"38.672"
"09/01/2019 23:00";"69.982";"9738";"0";"0";"28";"0";"41.982";"2263.68";"90";"0";"41.982"
"10/01/2019 00:00";"66.578";"9449";"0";"0";"30";"0";"36.578";"2263.68";"90";"0";"36.578"
"10/01/2019 01:00";"63.595";"9204";"0";"0";"30";"0";"33.595";"2263.68";"90";"0";"33.595"
"10/01/2019 02:00";"61.024";"8991";"0";"0";"30";"0";"31.024";"2263.68";"90";"0";"31.024"
"10/01/2019 03:00";"59.368";"8872";"0";"0";"30";"0";"29.368";"2263.68";"90";"0";"29.368"
"10/01/2019 04:00";"59.107";"8852";"0";"0";"30";"0";"29.107";"2263.68";"90";"0";"29.107"
"10/01/2019 05:00";"62.906";"9144";"0";"0";"33";"0";"29.906";"2263.68";"90";"0";"29.906"
"10/01/2019 06:00";"65.648";"9372";"0";"0";"35";"0";"30.648";"2263.68";"90";"0";"30.648"
"10/01/2019 07:00";"68.591";"9623";"0";"0";"40";"0";"28.591";"2263.68";"90";"0";"28.591"
"10/01/2019 08:00";"69.915";"9735";"1.892";"33";"45";"7.411421";"32.326421";"2263.68";"90";"0";"32.326421"
"10/01/2019 09:00";"73.991";"10121";"14.157";"247";"50";"55.456386";"79.447386";"2263.68";"90";"0";"79.447386"
"10/01/2019 10:00";"76.66";"10392";"25.154";"438";"45";"98.53429";"130.19429";"2263.68";"90";"0";"130.19429"
"10/01/2019 11:00";"76.155";"10336";"31.415";"546";"40";"123.060138";"159.215138";"2263.68";"90";"0";"159.215138"
"10/01/2019 12:00";"74.79";"10191";"34.108";"593";"35";"133.609269";"173.399269";"2263.68";"90";"0";"173.399269"
"10/01/2019 13:00";"72.689";"9995";"32.828";"571";"36";"128.5952";"165.2842";"2263.68";"90";"0";"165.2842"
"10/01/2019 14:00";"69.019";"9659";"27.591";"480";"36";"108.080607";"141.099607";"2263.68";"90";"0";"141.099607"
"10/01/2019 15:00";"65.122";"9329";"19.93";"347";"36";"78.070621";"107.192621";"2263.68";"90";"0";"107.192621"
"10/01/2019 16:00";"60.229";"8938";"8.429";"147";"35";"33.018428";"58.247428";"2263.68";"90";"0";"58.247428"
"10/01/2019 17:00";"55.595";"8576";"0";"0";"40";"0";"15.595";"2263.68";"90";"0";"15.595"
"10/01/2019 18:00";"55.213";"8549";"0";"0";"47";"0";"8.213";"2263.68";"90";"0";"8.213"
"10/01/2019 19:00";"53.946";"8464";"0";"0";"50";"0";"3.946";"2263.68";"90";"0";"3.946"
