"local_time";"wind_electricity_kW";"wind_speed_m_s";"solar_electricity_kW";"solar_electricity_W";"consommation_kW";"solar_1136_panneaux_kWh";"bilan_horaire_kWh";"energie_stockee_batteries_kWh";"etat_batterie_pct";"energie_non_servie_kWh";"energie_ecretee_kWh"
"13/04/2019 06:00";"27.437";"6460";"0";"0";"35";"0";"-7.563";"2248.308";"89.39";"0";"0"
"13/04/2019 07:00";"28.164";"6530";"0.039";"1";"40";"0.152772";"-11.683228";"2236.624772";"88.92";"0";"0"
"13/04/2019 08:00";"23.296";"6110";"7.213";"123";"45";"28.255062";"6.551062";"2243.175834";"89.18";"0";"0"
"13/04/2019 09:00";"32.772";"6893";"18.934";"326";"50";"74.169048";"56.941048";"2263.68";"90";"0";"36.436883"
"13/04/2019 10:00";"37.608";"7259";"28.86";"497";"45";"113.051586";"105.659586";"2263.68";"90";"0";"105.659586"
"13/04/2019 11:00";"34.814";"7057";"36.136";"623";"40";"141.553434";"136.367434";"2263.68";"90";"0";"136.367434"
"13/04/2019 12:00";"32.007";"6836";"40.678";"702";"35";"159.345545";"156.352545";"2263.68";"90";"0";"156.352545"
"13/04/2019 13:00";"31.07";"6756";"42.568";"734";"36";"166.749131";"161.819131";"2263.68";"90";"0";"161.819131"
"13/04/2019 14:00";"29.381";"6627";"41.806";"721";"36";"163.764193";"157.145193";"2263.68";"90";"0";"157.145193"
"13/04/2019 15:00";"28.348";"6545";"38.899";"671";"36";"152.376772";"144.724772";"2263.68";"90";"0";"144.724772"
"13/04/2019 16:00";"28.575";"6564";"33.308";"574";"35";"130.475476";"124.050476";"2263.68";"90";"0";"124.050476"
"13/04/2019 17:00";"28.236";"6536";"25.086";"432";"40";"98.267917";"86.503917";"2263.68";"90";"0";"86.503917"
"13/04/2019 18:00";"22.863";"6070";"14.54";"250";"47";"56.95669";"32.81969";"2263.68";"90";"0";"32.81969"
"13/04/2019 19:00";"13.385";"5090";"3.641";"62";"50";"14.262676";"-22.352324";"2241.327676";"89.11";"0";"0"
"13/04/2019 20:00";"11.396";"4841";"0";"0";"47";"0";"-35.604";"2205.723676";"87.7";"0";"0"
"13/04/2019 21:00";"12.516";"4984";"0";"0";"40";"0";"-27.484";"2178.239676";"86.6";"0";"0"
"13/04/2019 22:00";"13.505";"5104";"0";"0";"35";"0";"-21.495";"2156.744676";"85.75";"0";"0"
"13/04/2019 23:00";"14.605";"5233";"0";"0";"28";"0";"-13.395";"2143.349676";"85.22";"0";"0"
"14/04/2019 00:00";"14.887";"5265";"0";"0";"30";"0";"-15.113";"2128.236676";"84.62";"0";"0"
"14/04/2019 01:00";"14.302";"5194";"0";"0";"30";"0";"-15.698";"2112.538676";"83.99";"0";"0"
"14/04/2019 02:00";"13.678";"5125";"0";"0";"30";"0";"-16.322";"2096.216676";"83.34";"0";"0"
"14/04/2019 03:00";"13.36";"5087";"0";"0";"30";"0";"-16.64";"2079.576676";"82.68";"0";"0"
"14/04/2019 04:00";"12.808";"5020";"0";"0";"30";"0";"-17.192";"2062.384676";"82";"0";"0"
"14/04/2019 05:00";"13.169";"5055";"0";"0";"33";"0";"-19.831";"2042.553676";"81.21";"0";"0"
"14/04/2019 06:00";"14.4";"5204";"0";"0";"35";"0";"-20.6";"2021.953676";"80.39";"0";"0"
"14/04/2019 07:00";"18.629";"5665";"0.145";"2";"40";"0.568";"-20.803";"2001.150676";"79.56";"0";"0"
"14/04/2019 08:00";"17.029";"5500";"6.073";"104";"45";"23.789407";"-4.181593";"1996.969083";"79.4";"0";"0"
"14/04/2019 09:00";"18.655";"5668";"14.389";"247";"50";"56.365186";"25.020186";"2021.989269";"80.39";"0";"0"
"14/04/2019 10:00";"33.161";"6929";"23.728";"409";"45";"92.948303";"81.109303";"2103.098572";"83.62";"0";"0"
"14/04/2019 11:00";"38.835";"7360";"33.023";"569";"40";"129.359062";"128.194062";"2231.292634";"88.71";"0";"0"
"14/04/2019 12:00";"40.592";"7485";"37.794";"652";"35";"148.048221";"153.640221";"2263.68";"90";"0";"121.252855"
"14/04/2019 13:00";"40.051";"7447";"39.24";"677";"36";"153.712552";"157.763552";"2263.68";"90";"0";"157.763552"
"14/04/2019 14:00";"38.842";"7360";"37.648";"649";"36";"147.476303";"150.318303";"2263.68";"90";"0";"150.318303"
"14/04/2019 15:00";"37.247";"7236";"34.353";"592";"36";"134.568993";"135.815993";"2263.68";"90";"0";"135.815993"
"14/04/2019 16:00";"34.326";"7019";"27.322";"471";"35";"107.026869";"106.352869";"2263.68";"90";"0";"106.352869"
"14/04/2019 17:00";"28.765";"6575";"15.599";"268";"40";"61.105048";"49.870048";"2263.68";"90";"0";"49.870048"
"14/04/2019 18:00";"22.812";"6066";"8.007";"137";"47";"31.365352";"7.177352";"2263.68";"90";"0";"7.177352"
"14/04/2019 19:00";"16.593";"5447";"2.479";"42";"50";"9.710841";"-23.696159";"2239.983841";"89.06";"0";"0"
"14/04/2019 20:00";"15.633";"5349";"0";"0";"47";"0";"-31.367";"2208.616841";"87.81";"0";"0"
"14/04/2019 21:00";"16.744";"5468";"0";"0";"40";"0";"-23.256";"2185.360841";"86.89";"0";"0"
"14/04/2019 22:00";"14.85";"5261";"0";"0";"35";"0";"-20.15";"2165.210841";"86.09";"0";"0"
"14/04/2019 23:00";"11.911";"4907";"0";"0";"28";"0";"-16.089";"2149.121841";"85.45";"0";"0"
"15/04/2019 00:00";"10.09";"4656";"0";"0";"30";"0";"-19.91";"2129.211841";"84.65";"0";"0"
"15/04/2019 01:00";"7.876";"4337";"0";"0";"30";"0";"-22.124";"2107.087841";"83.77";"0";"0"
"15/04/2019 02:00";"5.321";"3884";"0";"0";"30";"0";"-24.679";"2082.408841";"82.79";"0";"0"
"15/04/2019 03:00";"3.074";"3400";"0";"0";"30";"0";"-26.926";"2055.482841";"81.72";"0";"0"
"15/04/2019 04:00";"2.501";"3236";"0";"0";"30";"0";"-27.499";"2027.983841";"80.63";"0";"0"
"15/04/2019 05:00";"3.297";"3448";"0";"0";"33";"0";"-29.703";"1998.280841";"79.45";"0";"0"
"15/04/2019 06:00";"4.623";"3754";"0";"0";"35";"0";"-30.377";"1967.903841";"78.24";"0";"0"
"15/04/2019 07:00";"5.814";"3986";"0.229";"4";"40";"0.897048";"-33.288952";"1934.61489";"76.92";"0";"0"
"15/04/2019 08:00";"4.748";"3780";"6.666";"114";"45";"26.112331";"-14.139669";"1920.475221";"76.35";"0";"0"
"15/04/2019 09:00";"3.754";"3565";"17.082";"294";"50";"66.914317";"20.668317";"1941.143538";"77.18";"0";"0"
"15/04/2019 10:00";"5.947";"4011";"26.431";"455";"45";"103.536607";"64.483607";"2005.627145";"79.74";"0";"0"
"15/04/2019 11:00";"9.53";"4586";"31.453";"542";"40";"123.208993";"92.738993";"2098.366138";"83.43";"0";"0"
"15/04/2019 12:00";"15.903";"5379";"29.154";"502";"35";"114.203255";"95.106255";"2193.472393";"87.21";"0";"0"
"15/04/2019 13:00";"23.264";"6099";"24.055";"414";"36";"94.229241";"81.493241";"2263.68";"90";"0";"11.285634"
"15/04/2019 14:00";"29.379";"6623";"21.052";"362";"36";"82.465766";"75.844766";"2263.68";"90";"0";"75.844766"
"15/04/2019 15:00";"33.414";"6942";"21.288";"366";"36";"83.390234";"80.804234";"2263.68";"90";"0";"80.804234"
"15/04/2019 16:00";"36.764";"7205";"20.167";"347";"35";"78.999007";"80.763007";"2263.68";"90";"0";"80.763007"
"15/04/2019 17:00";"36.425";"7173";"15.407";"265";"40";"60.352938";"56.777938";"2263.68";"90";"0";"56.777938"
"15/04/2019 18:00";"32.306";"6862";"7.626";"131";"47";"29.872883";"15.178883";"2263.68";"90";"0";"15.178883"
"15/04/2019 19:00";"26.376";"6378";"1.807";"31";"50";"7.078455";"-16.545545";"2247.134455";"89.34";"0";"0"
"15/04/2019 20:00";"21.979";"5982";"0";"0";"47";"0";"-25.021";"2222.113455";"88.35";"0";"0"
"15/04/2019 21:00";"16.72";"5458";"0";"0";"40";"0";"-23.28";"2198.833455";"87.42";"0";"0"
"15/04/2019 22:00";"13.249";"5064";"0";"0";"35";"0";"-21.751";"2177.082455";"86.56";"0";"0"
"15/04/2019 23:00";"13.895";"5151";"0";"0";"28";"0";"-14.105";"2162.977455";"86";"0";"0"
"16/04/2019 00:00";"13.738";"5132";"0";"0";"30";"0";"-16.262";"2146.715455";"85.35";"0";"0"
"16/04/2019 01:00";"10.385";"4706";"0";"0";"30";"0";"-19.615";"2127.100455";"84.57";"0";"0"
"16/04/2019 02:00";"6.723";"4138";"0";"0";"30";"0";"-23.277";"2103.823455";"83.64";"0";"0"
"16/04/2019 03:00";"4.82";"3794";"0";"0";"30";"0";"-25.18";"2078.643455";"82.64";"0";"0"
"16/04/2019 04:00";"6.205";"4057";"0";"0";"30";"0";"-23.795";"2054.848455";"81.7";"0";"0"
"16/04/2019 05:00";"8.889";"4492";"0";"0";"33";"0";"-24.111";"2030.737455";"80.74";"0";"0"
"16/04/2019 06:00";"9.496";"4581";"0";"0";"35";"0";"-25.504";"2005.233455";"79.72";"0";"0"
"16/04/2019 07:00";"7.676";"4305";"0";"0";"40";"0";"-32.324";"1972.909455";"78.44";"0";"0"
"16/04/2019 08:00";"6.856";"4170";"3.621";"62";"45";"14.184331";"-23.959669";"1948.949786";"77.49";"0";"0"
"16/04/2019 09:00";"9.846";"4621";"10.956";"188";"50";"42.917297";"2.763297";"1951.713083";"77.6";"0";"0"
"16/04/2019 10:00";"11.267";"4824";"15.763";"271";"45";"61.747476";"28.014476";"1979.727559";"78.71";"0";"0"
"16/04/2019 11:00";"9.689";"4608";"21.627";"372";"40";"84.718179";"54.407179";"2034.134738";"80.87";"0";"0"
"16/04/2019 12:00";"6.343";"4081";"31.083";"535";"35";"121.759614";"93.102614";"2127.237352";"84.58";"0";"0"
"16/04/2019 13:00";"4.478";"3715";"34.776";"599";"36";"136.225986";"104.703986";"2231.941338";"88.74";"0";"0"
"16/04/2019 14:00";"3.995";"3615";"32.705";"564";"36";"128.113379";"96.108379";"2263.68";"90";"0";"64.369717"
"16/04/2019 15:00";"3.649";"3540";"31.629";"545";"36";"123.898428";"91.547428";"2263.68";"90";"0";"91.547428"
"16/04/2019 16:00";"3.518";"3505";"25.459";"438";"35";"99.729048";"68.247048";"2263.68";"90";"0";"68.247048"
"16/04/2019 17:00";"3.224";"3438";"17.096";"294";"40";"66.969159";"30.193159";"2263.68";"90";"0";"30.193159"
"16/04/2019 18:00";"3.116";"3411";"9.388";"161";"47";"36.775062";"-7.108938";"2256.571062";"89.72";"0";"0"
"16/04/2019 19:00";"3.336";"3457";"2.82";"48";"50";"11.046621";"-35.617379";"2220.953683";"88.3";"0";"0"
"16/04/2019 20:00";"4.759";"3782";"0";"0";"47";"0";"-42.241";"2178.712683";"86.62";"0";"0"
"16/04/2019 21:00";"7.03";"4199";"0";"0";"40";"0";"-32.97";"2145.742683";"85.31";"0";"0"
"16/04/2019 22:00";"8.957";"4502";"0";"0";"35";"0";"-26.043";"2119.699683";"84.28";"0";"0"
"16/04/2019 23:00";"9.427";"4571";"0";"0";"28";"0";"-18.573";"2101.126683";"83.54";"0";"0"
"17/04/2019 00:00";"8.795";"4478";"0";"0";"30";"0";"-21.205";"2079.921683";"82.69";"0";"0"
"17/04/2019 01:00";"8.192";"4377";"0";"0";"30";"0";"-21.808";"2058.113683";"81.83";"0";"0"
"17/04/2019 02:00";"7.949";"4348";"0";"0";"30";"0";"-22.051";"2036.062683";"80.95";"0";"0"
"17/04/2019 03:00";"8.317";"4396";"0";"0";"30";"0";"-21.683";"2014.379683";"80.09";"0";"0"
"17/04/2019 04:00";"9.07";"4519";"0";"0";"30";"0";"-20.93";"1993.449683";"79.26";"0";"0"
"17/04/2019 05:00";"9.67";"4606";"0";"0";"33";"0";"-23.33";"1970.119683";"78.33";"0";"0"
"17/04/2019 06:00";"10.418";"4710";"0";"0";"35";"0";"-24.582";"1945.537683";"77.35";"0";"0"
"17/04/2019 07:00";"10.534";"4726";"0.248";"4";"40";"0.971476";"-28.494524";"1917.043159";"76.22";"0";"0"
"17/04/2019 08:00";"12.079";"4929";"5.242";"90";"45";"20.534179";"-12.386821";"1904.656338";"75.73";"0";"0"
"17/04/2019 09:00";"18.205";"5622";"14.222";"244";"50";"55.711007";"23.916007";"1928.572345";"76.68";"0";"0"
"17/04/2019 10:00";"25.522";"6307";"24.892";"428";"45";"97.507972";"78.029972";"2006.602317";"79.78";"0";"0"
"17/04/2019 11:00";"29.739";"6659";"32.718";"564";"40";"128.164303";"117.903303";"2124.505621";"84.47";"0";"0"
"17/04/2019 12:00";"31.514";"6801";"37.227";"642";"35";"145.827145";"142.341145";"2263.68";"90";"0";"3.166766"
"17/04/2019 13:00";"32.517";"6876";"38.833";"669";"36";"152.118234";"148.635234";"2263.68";"90";"0";"148.635234"
"17/04/2019 14:00";"33.24";"6933";"38.533";"664";"36";"150.943062";"148.183062";"2263.68";"90";"0";"148.183062"
"17/04/2019 15:00";"33.673";"6962";"36.678";"632";"36";"143.676579";"141.349579";"2263.68";"90";"0";"141.349579"
"17/04/2019 16:00";"32.781";"6900";"28.845";"497";"35";"112.992828";"110.773828";"2263.68";"90";"0";"110.773828"
"17/04/2019 17:00";"30.563";"6723";"19.152";"329";"40";"75.023007";"65.586007";"2263.68";"90";"0";"65.586007"
"17/04/2019 18:00";"27.815";"6501";"11.2";"192";"47";"43.873103";"24.688103";"2263.68";"90";"0";"24.688103"
"17/04/2019 19:00";"23.173";"6095";"3.51";"60";"50";"13.749517";"-13.077483";"2250.602517";"89.48";"0";"0"
"17/04/2019 20:00";"21.943";"5977";"0";"0";"47";"0";"-25.057";"2225.545517";"88.48";"0";"0"
"17/04/2019 21:00";"20.602";"5860";"0";"0";"40";"0";"-19.398";"2206.147517";"87.71";"0";"0"
"17/04/2019 22:00";"17.886";"5584";"0";"0";"35";"0";"-17.114";"2189.033517";"87.03";"0";"0"
"17/04/2019 23:00";"19.17";"5715";"0";"0";"28";"0";"-8.83";"2180.203517";"86.68";"0";"0"
"18/04/2019 00:00";"22.308";"6018";"0";"0";"30";"0";"-7.692";"2172.511517";"86.38";"0";"0"
"18/04/2019 01:00";"23.552";"6133";"0";"0";"30";"0";"-6.448";"2166.063517";"86.12";"0";"0"
"18/04/2019 02:00";"21.804";"5964";"0";"0";"30";"0";"-8.196";"2157.867517";"85.79";"0";"0"
"18/04/2019 03:00";"19.44";"5746";"0";"0";"30";"0";"-10.56";"2147.307517";"85.37";"0";"0"
"18/04/2019 04:00";"17.695";"5561";"0";"0";"30";"0";"-12.305";"2135.002517";"84.88";"0";"0"
"18/04/2019 05:00";"18.08";"5610";"0";"0";"33";"0";"-14.92";"2120.082517";"84.29";"0";"0"
"18/04/2019 06:00";"17.818";"5573";"0";"0";"35";"0";"-17.182";"2102.900517";"83.61";"0";"0"
"18/04/2019 07:00";"16.936";"5490";"0.144";"2";"40";"0.564083";"-22.499917";"2080.4006";"82.71";"0";"0"
"18/04/2019 08:00";"17.815";"5573";"3.734";"64";"45";"14.626979";"-12.558021";"2067.842579";"82.21";"0";"0"
"18/04/2019 09:00";"20.312";"5832";"10.072";"173";"50";"39.454455";"9.766455";"2077.609034";"82.6";"0";"0"
"18/04/2019 10:00";"26.966";"6429";"17.582";"302";"45";"68.872938";"50.838938";"2128.447972";"84.62";"0";"0"
"18/04/2019 11:00";"34.65";"7045";"24.123";"415";"40";"94.495614";"89.145614";"2217.593586";"88.17";"0";"0"
"18/04/2019 12:00";"38.562";"7332";"28.148";"485";"35";"110.26251";"113.82451";"2263.68";"90";"0";"67.738097"
"18/04/2019 13:00";"39.976";"7437";"29.222";"503";"36";"114.469628";"118.445628";"2263.68";"90";"0";"118.445628"
"18/04/2019 14:00";"39.478";"7398";"28.4";"489";"36";"111.249655";"114.727655";"2263.68";"90";"0";"114.727655"
"18/04/2019 15:00";"37.359";"7248";"25.678";"442";"36";"100.586924";"101.945924";"2263.68";"90";"0";"101.945924"
"18/04/2019 16:00";"37.99";"7297";"20.294";"349";"35";"79.496497";"82.486497";"2263.68";"90";"0";"82.486497"
"18/04/2019 17:00";"37.893";"7285";"13.256";"228";"40";"51.926952";"49.819952";"2263.68";"90";"0";"49.819952"
"18/04/2019 18:00";"30.246";"6695";"6.024";"103";"47";"23.597462";"6.843462";"2263.68";"90";"0";"6.843462"
"18/04/2019 19:00";"20.085";"5805";"1.347";"23";"50";"5.276524";"-24.638476";"2239.041524";"89.02";"0";"0"
"18/04/2019 20:00";"13.515";"5106";"0";"0";"47";"0";"-33.485";"2205.556524";"87.69";"0";"0"
"18/04/2019 21:00";"11.853";"4900";"0";"0";"40";"0";"-28.147";"2177.409524";"86.57";"0";"0"
"18/04/2019 22:00";"11.337";"4833";"0";"0";"35";"0";"-23.663";"2153.746524";"85.63";"0";"0"
"18/04/2019 23:00";"10.598";"4735";"0";"0";"28";"0";"-17.402";"2136.344524";"84.94";"0";"0"
"19/04/2019 00:00";"9.13";"4524";"0";"0";"30";"0";"-20.87";"2115.474524";"84.11";"0";"0"
"19/04/2019 01:00";"11.007";"4780";"0";"0";"30";"0";"-18.993";"2096.481524";"83.35";"0";"0"
"19/04/2019 02:00";"11.545";"4860";"0";"0";"30";"0";"-18.455";"2078.026524";"82.62";"0";"0"
"19/04/2019 03:00";"10.963";"4777";"0";"0";"30";"0";"-19.037";"2058.989524";"81.86";"0";"0"
"19/04/2019 04:00";"11.39";"4840";"0";"0";"30";"0";"-18.61";"2040.379524";"81.12";"0";"0"
"19/04/2019 05:00";"13.555";"5110";"0";"0";"33";"0";"-19.445";"2020.934524";"80.35";"0";"0"
"19/04/2019 06:00";"14.216";"5188";"0";"0";"35";"0";"-20.784";"2000.150524";"79.52";"0";"0"
"19/04/2019 07:00";"14.9";"5267";"0";"0";"40";"0";"-25.1";"1975.050524";"78.52";"0";"0"
"19/04/2019 08:00";"15.211";"5293";"2.116";"36";"45";"8.288883";"-21.500117";"1953.550407";"77.67";"0";"0"
"19/04/2019 09:00";"20.385";"5839";"6.147";"106";"50";"24.079283";"-5.535717";"1948.01469";"77.45";"0";"0"
"19/04/2019 10:00";"31.562";"6805";"11.584";"199";"45";"45.377324";"31.939324";"1979.954014";"78.72";"0";"0"
"19/04/2019 11:00";"39.671";"7416";"18.308";"315";"40";"71.716855";"71.387855";"2051.341869";"81.56";"0";"0"
"19/04/2019 12:00";"43.615";"7711";"26.455";"455";"35";"103.630621";"112.245621";"2163.58749";"86.02";"0";"0"
"19/04/2019 13:00";"44.426";"7765";"32.06";"552";"36";"125.586759";"134.012759";"2263.68";"90";"0";"33.920248"
"19/04/2019 14:00";"42.354";"7615";"31.96";"551";"36";"125.195034";"131.549034";"2263.68";"90";"0";"131.549034"
"19/04/2019 15:00";"39.217";"7384";"28.698";"494";"36";"112.416993";"115.633993";"2263.68";"90";"0";"115.633993"
"19/04/2019 16:00";"34.745";"7052";"23.594";"406";"35";"92.423393";"92.168393";"2263.68";"90";"0";"92.168393"
"19/04/2019 17:00";"30.083";"6683";"18.2";"313";"40";"71.293793";"61.376793";"2263.68";"90";"0";"61.376793"
"19/04/2019 18:00";"24.527";"6217";"11.193";"192";"47";"43.845683";"21.372683";"2263.68";"90";"0";"21.372683"
"19/04/2019 19:00";"17.142";"5512";"3.609";"62";"50";"14.137324";"-18.720676";"2244.959324";"89.26";"0";"0"
"19/04/2019 20:00";"13.298";"5073";"0";"0";"47";"0";"-33.702";"2211.257324";"87.92";"0";"0"
"19/04/2019 21:00";"13.298";"5074";"0";"0";"40";"0";"-26.702";"2184.555324";"86.85";"0";"0"
"19/04/2019 22:00";"9.0";"4509";"0";"0";"35";"0";"-26";"2158.555324";"85.82";"0";"0"
"19/04/2019 23:00";"8.38";"4406";"0";"0";"28";"0";"-19.62";"2138.935324";"85.04";"0";"0"
"20/04/2019 00:00";"8.247";"4386";"0";"0";"30";"0";"-21.753";"2117.182324";"84.18";"0";"0"
"20/04/2019 01:00";"7.904";"4341";"0";"0";"30";"0";"-22.096";"2095.086324";"83.3";"0";"0"
"20/04/2019 02:00";"7.612";"4286";"0";"0";"30";"0";"-22.388";"2072.698324";"82.41";"0";"0"
"20/04/2019 03:00";"7.621";"4287";"0";"0";"30";"0";"-22.379";"2050.319324";"81.52";"0";"0"
"20/04/2019 04:00";"8.582";"4446";"0";"0";"30";"0";"-21.418";"2028.901324";"80.67";"0";"0"
"20/04/2019 05:00";"8.816";"4481";"0";"0";"33";"0";"-24.184";"2004.717324";"79.7";"0";"0"
"20/04/2019 06:00";"8.41";"4419";"0";"0";"35";"0";"-26.59";"1978.127324";"78.65";"0";"0"
"20/04/2019 07:00";"8.053";"4362";"0.332";"6";"40";"1.300524";"-30.646476";"1947.480848";"77.43";"0";"0"
"20/04/2019 08:00";"6.652";"4126";"4.758";"81";"45";"18.638234";"-19.709766";"1927.771083";"76.64";"0";"0"
"20/04/2019 09:00";"13.297";"5072";"15.274";"262";"50";"59.831945";"23.128945";"1950.900028";"77.56";"0";"0"
"20/04/2019 10:00";"24.076";"6179";"26.077";"449";"45";"102.149903";"81.225903";"2032.125931";"80.79";"0";"0"
"20/04/2019 11:00";"30.495";"6714";"33.429";"576";"40";"130.949462";"121.444462";"2153.570393";"85.62";"0";"0"
"20/04/2019 12:00";"33.677";"6968";"37.848";"652";"35";"148.259752";"146.936752";"2263.68";"90";"0";"36.827145"
"20/04/2019 13:00";"35.5";"7101";"39.386";"679";"36";"154.284469";"153.784469";"2263.68";"90";"0";"153.784469"
"20/04/2019 14:00";"36.125";"7147";"37.731";"650";"36";"147.801434";"147.926434";"2263.68";"90";"0";"147.926434"
"20/04/2019 15:00";"35.5";"7102";"32.123";"553";"36";"125.833545";"125.333545";"2263.68";"90";"0";"125.333545"
"20/04/2019 16:00";"32.517";"6875";"22.797";"392";"35";"89.301352";"86.818352";"2263.68";"90";"0";"86.818352"
"20/04/2019 17:00";"29.163";"6611";"13.483";"232";"40";"52.816166";"41.979166";"2263.68";"90";"0";"41.979166"
"20/04/2019 18:00";"23.654";"6142";"5.936";"102";"47";"23.252745";"-0.093255";"2263.586745";"90";"0";"0"
"20/04/2019 19:00";"13.638";"5120";"1.273";"22";"50";"4.986648";"-31.375352";"2232.211393";"88.75";"0";"0"
"20/04/2019 20:00";"8.621";"4452";"0";"0";"47";"0";"-38.379";"2193.832393";"87.22";"0";"0"
"20/04/2019 21:00";"6.136";"4045";"0";"0";"40";"0";"-33.864";"2159.968393";"85.88";"0";"0"
"20/04/2019 22:00";"4.531";"3735";"0";"0";"35";"0";"-30.469";"2129.499393";"84.67";"0";"0"
"20/04/2019 23:00";"5.656";"3949";"0";"0";"28";"0";"-22.344";"2107.155393";"83.78";"0";"0"
"21/04/2019 00:00";"8.014";"4359";"0";"0";"30";"0";"-21.986";"2085.169393";"82.9";"0";"0"
"21/04/2019 01:00";"8.516";"4436";"0";"0";"30";"0";"-21.484";"2063.685393";"82.05";"0";"0"
"21/04/2019 02:00";"9.511";"4583";"0";"0";"30";"0";"-20.489";"2043.196393";"81.23";"0";"0"
"21/04/2019 03:00";"10.554";"4729";"0";"0";"30";"0";"-19.446";"2023.750393";"80.46";"0";"0"
"21/04/2019 04:00";"13.113";"5048";"0";"0";"30";"0";"-16.887";"2006.863393";"79.79";"0";"0"
"21/04/2019 05:00";"14.492";"5220";"0";"0";"33";"0";"-18.508";"1988.355393";"79.05";"0";"0"
"21/04/2019 06:00";"15.391";"5313";"0";"0";"35";"0";"-19.609";"1968.746393";"78.27";"0";"0"
"21/04/2019 07:00";"16.94";"5491";"0.003";"0";"40";"0.011752";"-23.048248";"1945.698145";"77.36";"0";"0"
"21/04/2019 08:00";"21.802";"5964";"2.759";"47";"45";"10.807669";"-12.390331";"1933.307814";"76.86";"0";"0"
"21/04/2019 09:00";"23.291";"6103";"7.591";"130";"50";"29.735779";"3.026779";"1936.334593";"76.99";"0";"0"
"21/04/2019 10:00";"33.096";"6918";"14.234";"245";"45";"55.758014";"43.854014";"1980.188607";"78.73";"0";"0"
"21/04/2019 11:00";"41.419";"7550";"16.821";"289";"40";"65.891917";"67.310917";"2047.499524";"81.41";"0";"0"
"21/04/2019 12:00";"40.414";"7477";"22.942";"395";"35";"89.869352";"95.283352";"2142.782876";"85.19";"0";"0"
"21/04/2019 13:00";"37.623";"7261";"26.477";"456";"36";"103.7168";"105.3398";"2248.122676";"89.38";"0";"0"
"21/04/2019 14:00";"34.521";"7035";"28.823";"496";"36";"112.906648";"111.427648";"2263.68";"90";"0";"95.870324"
"21/04/2019 15:00";"32.775";"6898";"26.981";"464";"36";"105.69109";"102.46609";"2263.68";"90";"0";"102.46609"
"21/04/2019 16:00";"30.866";"6740";"23.085";"397";"35";"90.429517";"86.295517";"2263.68";"90";"0";"86.295517"
"21/04/2019 17:00";"27.812";"6501";"17.39";"299";"40";"68.120828";"55.932828";"2263.68";"90";"0";"55.932828"
"21/04/2019 18:00";"22.016";"5993";"10.8";"185";"47";"42.306207";"17.322207";"2263.68";"90";"0";"17.322207"
"21/04/2019 19:00";"13.73";"5131";"3.596";"61";"50";"14.0864";"-22.1836";"2241.4964";"89.12";"0";"0"
"21/04/2019 20:00";"10.287";"4692";"0";"0";"47";"0";"-36.713";"2204.7834";"87.66";"0";"0"
"21/04/2019 21:00";"10.7";"4748";"0";"0";"40";"0";"-29.3";"2175.4834";"86.49";"0";"0"
"21/04/2019 22:00";"11.215";"4808";"0";"0";"35";"0";"-23.785";"2151.6984";"85.55";"0";"0"
"21/04/2019 23:00";"11.772";"4886";"0";"0";"28";"0";"-16.228";"2135.4704";"84.9";"0";"0"
"22/04/2019 00:00";"13.3";"5078";"0";"0";"30";"0";"-16.7";"2118.7704";"84.24";"0";"0"
"22/04/2019 01:00";"16.243";"5416";"0";"0";"30";"0";"-13.757";"2105.0134";"83.69";"0";"0"
"22/04/2019 02:00";"19.172";"5718";"0";"0";"30";"0";"-10.828";"2094.1854";"83.26";"0";"0"
"22/04/2019 03:00";"16.932";"5490";"0";"0";"30";"0";"-13.068";"2081.1174";"82.74";"0";"0"
"22/04/2019 04:00";"14.847";"5261";"0";"0";"30";"0";"-15.153";"2065.9644";"82.14";"0";"0"
"22/04/2019 05:00";"13.857";"5146";"0";"0";"33";"0";"-19.143";"2046.8214";"81.38";"0";"0"
"22/04/2019 06:00";"13.907";"5152";"0";"0";"35";"0";"-21.093";"2025.7284";"80.54";"0";"0"
"22/04/2019 07:00";"15.169";"5288";"0.182";"3";"40";"0.712938";"-24.118062";"2001.610338";"79.58";"0";"0"
"22/04/2019 08:00";"16.744";"5466";"3.063";"52";"45";"11.99851";"-16.25749";"1985.352848";"78.93";"0";"0"
"22/04/2019 09:00";"19.386";"5741";"8.924";"153";"50";"34.957462";"4.343462";"1989.69631";"79.11";"0";"0"
"22/04/2019 10:00";"35.768";"7130";"16.819";"289";"45";"65.884083";"56.652083";"2046.348393";"81.36";"0";"0"
"22/04/2019 11:00";"49.534";"8140";"22.882";"394";"40";"89.634317";"99.168317";"2145.51671";"85.3";"0";"0"
"22/04/2019 12:00";"53.215";"8409";"26.545";"457";"35";"103.983172";"122.198172";"2263.68";"90";"0";"4.034883"
"22/04/2019 13:00";"52.76";"8377";"29.141";"502";"36";"114.152331";"130.912331";"2263.68";"90";"0";"130.912331"
"22/04/2019 14:00";"49.635";"8144";"29.099";"501";"36";"113.987807";"127.622807";"2263.68";"90";"0";"127.622807"
"22/04/2019 15:00";"46.19";"7894";"26.364";"454";"36";"103.274152";"113.464152";"2263.68";"90";"0";"113.464152"
"22/04/2019 16:00";"43.047";"7660";"21.605";"372";"35";"84.632";"92.679";"2263.68";"90";"0";"92.679"
